O'CONNOR,O'Connor Cooperative School,Black Mountain School,St Joseph's Primary School,,,,,,,,,,,,,,,,,,,,,
NEUTRAL BAY,Cameragal Montessori School,Neutral Bay Public School,,,,,,,,,,,,,,,,,,,,,,
NARRAWEENA,Karuna Montessori School,St John the Apostle Catholic Primary School,"St Lucy's, St John's Narraweena campus",,,,,,,,,,,,,,,,,,,,,
ALBURY,Indie School Albury,Albury Public School,Albury West Public School,Albury North Public School,Albury High School,St Patrick's Parish School,"M.E.T. School, Albury campus",The Scots School Albury,Aspect Riverina School,"Aspect Riverina School, Kiewa Street Albury Campus","Aspect Riverina School, North Albury Campus",,,,,,,,,,,,,
NORTH BALGOWLAH,Farmhouse Montessori School,Balgowlah North Public School,"Farmhouse Montessori School, North Head",,,,,,,,,,,,,,,,,,,,,
ROSE BAY,Cranbrook Junior School,Rose Bay Public School,McAuley Catholic Primary School,Kincoppal - Rose Bay School of the Sacred Heart,Kambala,The Scots College ELC campus,"Kambala, Fernbank Campus",,,,,,,,,,,,,,,,,
BELLEVUE HILL,The Scots College - Preparatory School,Bellevue Hill Public School,The Scots College,Cranbrook School,"The Scots College, Macintyre House campus","The Scots College, Royle House campus",,,,,,,,,,,,,,,,,,
KANGAROO VALLEY,The Scots College - Glengarry Campus,Kangaroo Valley Public School,,,,,,,,,,,,,,,,,,,,,,
STRATHFIELD,Trinity Grammar School Preparatory School,"Santa Sabina College, Santa Maria del Monte Primary School",Chalmers Road School,Strathfield Girls High School,St Martha's Catholic Primary School,"St Patrick's College, Strathfield",Santa Sabina College,Meriden School,"Australian International Academy, Sydney, Strathfield Campus",Meriden School - Primary Campus,Marie Bashir Public School,"Santa Sabina College, Martin de Porres Middle School",,,,,,,,,,,,
SANS SOUCI,St George Christian School (Infants),Sans Souci Public School,St Finbar's Primary School,,,,,,,,,,,,,,,,,,,,,
MOSMAN,Queenwood School for Girls Junior School,Middle Harbour Public School,Beauty Point Public School,Mosman Public School,Mosman High School,Sacred Heart Catholic Primary School,Queenwood School for Girls,Mosman Church of England Preparatory School,"Queenwood School for Girls, Art and Design School",,,,,,,,,,,,,,,
CREMORNE,SCECGS Redlands - Murdoch campus,SCECGS Redlands,,,,,,,,,,,,,,,,,,,,,,
QUEANBEYAN,St Gregory's Primary School - MacQuoid Street Campus,Queanbeyan Public School,Queanbeyan West Public School,Queanbeyan East Public School,Queanbeyan South Public School,Queanbeyan High School,Karabar High School,St Gregory's Primary School,,,,,,,,,,,,,,,,
SOUTH TAMWORTH,St Edward's Primary School - Robert Street Campus,Bullimbal School,Tamworth High School,St Edward's Primary School,,,,,,,,,,,,,,,,,,,,
MILSONS POINT,St Aloysius' College Junior School,St Aloysius' College,,,,,,,,,,,,,,,,,,,,,,
WAVERLEY,Waverley College - Waterford Campus,Clovelly Public School,Waverley Public School,St Charles' Primary School,Waverley College,St Clare's College,St Catherine's School,,,,,,,,,,,,,,,,,
REGENTS PARK,Trinity Catholic College (Regents Park Campus),Regents Park Public School,Karningul School,St Peter Chanel Catholic Primary School,Regents Park Christian School,"Aspect South East Sydney School, Regents Park",,,,,,,,,,,,,,,,,,
BELMORE,All Saints Grammar,Belmore North Public School,Belmore South Public School,Belmore Boys High School,St Joseph's Catholic Primary School,All Saints Grammar Junior School,,,,,,,,,,,,,,,,,,
MARRICKVILLE,"Aspect South East Sydney School, Marrickville",Marrickville West Public School,Marrickville Public School,Wilkins Public School,Ferncourt Public School,Marrickville High School,St Brigid's Catholic Primary School,Casimir Catholic College,The Waranara Centre,The Waranara Centre – Senior Campus,,,,,,,,,,,,,,
MARAYONG,"St Andrews College, Senior Campus",Marayong Heights Public School,St Andrews Primary School,St Andrews College,"Aspect Western Sydney School, Breakfast Road, Marayong","Aspect Western Sydney School, Quakers Road, Marayong",,,,,,,,,,,,,,,,,,
BELFIELD,"Tangara School for Girls, Retaval Infants School campus, Belfield",St Michael's Catholic Primary School,"Aspect South East Sydney School, Belfield",,,,,,,,,,,,,,,,,,,,,
EPPING,"Arden Anglican School, Epping campus",Epping Public School,Epping West Public School,Epping Heights Public School,Karonga School,Our Lady Help of Christians Catholic Primary School,,,,,,,,,,,,,,,,,,
VALLEY HEIGHTS,Blue Mountains Grammar Preparatory School campus,,,,,,,,,,,,,,,,,,,,,,,
WOOLLAHRA,Reddam House,Reddam House Primary School,Woollahra Public School,Holy Cross Catholic Primary School,,,,,,,,,,,,,,,,,,,,
TERRIGAL,"St Edward's Christian Brothers' College, Terrigal campus (The Haven Education Centre)",Terrigal Public School,Terrigal High School,Our Lady Star of the Sea Catholic Primary School,Aspect Central Coast School,,,,,,,,,,,,,,,,,,,
CLARENZA,Clarence Valley Anglican School,McAuley Catholic College,,,,,,,,,,,,,,,,,,,,,,
KIRRAWEE,"Aspect South East Sydney School, Kirrawee",Kirrawee Public School,Kirrawee High School,,,,,,,,,,,,,,,,,,,,,
LITHGOW,The Scots School - Lithgow campus,Cooerwull Public School,Lithgow Public School,Zig Zag Public School,Lithgow High School,St Patrick's Catholic Primary School,La Salle Academy,,,,,,,,,,,,,,,,,
PENRITH,"St Dominic's College, Savio Education Centre, Penrith",Penrith Public School,Penrith South Public School,Kingswood Park Public School,Penrith High School,St Nicholas of Myra Primary School,,,,,,,,,,,,,,,,,,
LAWSON,Blacktown Youth College Incorporated - Lawson Campus,Lawson Public School,Our Lady of the Nativity Primary School,"Aspect Western Sydney School, Lawson",,,,,,,,,,,,,,,,,,,,
BLACKTOWN,Pete’s Place,Blacktown North Public School,Blacktown West Public School,Marayong Public School,Blacktown South Public School,Lynwood Park Public School,Walters Road Public School,Marayong South Public School,Shelley Public School,Coreen School,Blacktown Girls High School,Blacktown Boys High School,Mitchell High School,Evans High School,St Patrick's Primary School,Nagle College,Patrician Brothers' College Blacktown,Tyndale Christian School,"Aspect Western Sydney School, Blacktown",Warakirri College - Blacktown,,,,
NORTH SYDNEY,"Cameragal Montessori School, Lavender Bay Campus",St Mary's Catholic Primary School,Marist College North Shore,Monte Sant' Angelo Mercy College,Wenona School,SHORE - Sydney Church of England Grammar School,"Cameragal Montessori School, North Sydney Campus","SHORE - Sydney Church of England Preparatory School, North Sydney",,,,,,,,,,,,,,,,
ABBOTSFORD,Abbotsford Public School,,,,,,,,,,,,,,,,,,,,,,,
ANNANDALE,Annandale Public School,Annandale North Public School,St Brendan's Catholic Primary School,,,,,,,,,,,,,,,,,,,,,
ASHBURY,Ashbury Public School,,,,,,,,,,,,,,,,,,,,,,,
BOTANY,Banksmeadow Public School,Botany Public School,Pagewood Public School,St Bernard's Catholic Primary School,,,,,,,,,,,,,,,,,,,,
BEVERLY HILLS,Beverly Hills Public School,Beverly Hills North Public School,Beverly Hills Girls High School,Regina Coeli Catholic Primary School,,,,,,,,,,,,,,,,,,,,
BALMAIN,Birchgrove Public School,Balmain Public School,Fr John Therry Catholic Primary School Balmain - Rozelle,Inner Sydney Montessori School,,,,,,,,,,,,,,,,,,,,
BLAKEHURST,Blakehurst Public School,Bald Face Public School,Blakehurst High School,Mater Dei Catholic Primary School,,,,,,,,,,,,,,,,,,,,
BONDI BEACH,Bondi Beach Public School,Wairoa School,Galilee Catholic Primary School,,,,,,,,,,,,,,,,,,,,,
BRIGHTON-LE-SANDS,Brighton-Le-Sands Public School,Cairnsfoot School,St Thomas More's Catholic School,,,,,,,,,,,,,,,,,,,,,
BRONTE,Bronte Public School,,,,,,,,,,,,,,,,,,,,,,,
CANTERBURY,Canterbury Public School,Canterbury South Public School,Canterbury Boys High School,Canterbury Girls High School,,,,,,,,,,,,,,,,,,,,
BEXLEY,Carlton Public School,Bexley North Public School,Bexley Public School,Sydney Technical High School,St Gabriel's Catholic School,Marist College Kogarah,St Mary and St Mina's Coptic Orthodox College,,,,,,,,,,,,,,,,,
CARLTON,Carlton South Public School,,,,,,,,,,,,,,,,,,,,,,,
EARLWOOD,Clemton Park Public School,Earlwood Public School,Undercliffe Public School,Our Lady of Lourdes Catholic Primary School,,,,,,,,,,,,,,,,,,,,
SOUTH HURSTVILLE,Connells Point Public School,St Raphael's Catholic Primary School,,,,,,,,,,,,,,,,,,,,,,
COOGEE,Coogee Public School,St Brigid's Catholic Primary School,,,,,,,,,,,,,,,,,,,,,,
CHIPPENDALE,Darlington Public School,,,,,,,,,,,,,,,,,,,,,,,
DOUBLE BAY,Double Bay Public School,,,,,,,,,,,,,,,,,,,,,,,
DRUMMOYNE,Drummoyne Public School,St Mark's Catholic Primary School,,,,,,,,,,,,,,,,,,,,,,
ENGADINE,Engadine Public School,Engadine West Public School,Yarrawarrah Public School,Marton Public School,Engadine High School,St John Bosco Catholic Primary School,St John Bosco College,"Dunlea Centre, Australia's Original Boys' Town",Southern Cross Baptist Church Christian School,,,,,,,,,,,,,,,
FOREST LODGE,Forest Lodge Public School,,,,,,,,,,,,,,,,,,,,,,,
PADDINGTON,Glenmore Road Public School,Paddington Public School,St Francis of Assisi Regional Catholic Primary School,Sydney Grammar School - Edgecliff Preparatory School,The Waranara Centre – Paddington Campus,,,,,,,,,,,,,,,,,,,
GYMEA BAY,Gymea Bay Public School,,,,,,,,,,,,,,,,,,,,,,,
HABERFIELD,Haberfield Public School,Dobroyd Point Public School,St Joan of Arc Catholic Primary School,,,,,,,,,,,,,,,,,,,,,
HEATHCOTE,Heathcote Public School,Heathcote East Public School,Heathcote High School,,,,,,,,,,,,,,,,,,,,,
HURSTVILLE,Hurstville Public School,Hurstville South Public School,Woniora Road School,Georges River College Hurstville Boys Campus,St Mary's Star of the Sea Catholic Primary School,Bethany College,Hurstville Adventist School,Danebank - An Anglican School For Girls,St George Christian School,"Aspect South East Sydney School, Hurstville",,,,,,,,,,,,,,
LEICHHARDT,Kegworth Public School,Orange Grove Public School,Leichhardt Public School,Sydney Secondary College Leichhardt Campus,St Fiacre's Catholic Primary School,"Aspect South East Sydney School, Leichhardt",,,,,,,,,,,,,,,,,,
KENSINGTON,Kensington Public School,Our Lady of The Rosary Catholic Primary School,Our Lady of The Sacred Heart College,,,,,,,,,,,,,,,,,,,,,
KINGSGROVE,Kingsgrove Public School,Kingsgrove North High School,Kingsgrove High School,Our Lady of Fatima Catholic Primary School,St Ursula's College,Arkana College,,,,,,,,,,,,,,,,,,
LA PEROUSE,La Perouse Public School,,,,,,,,,,,,,,,,,,,,,,,
MALABAR,Malabar Public School,Chifley Public School,St Andrew's Catholic Primary School,,,,,,,,,,,,,,,,,,,,,
MAROUBRA,Maroubra Bay Public School,Maroubra Junction Public School,South Sydney High School,St Mary - St Joseph Catholic Primary School,Champagnat Catholic College,Mount Sinai College,Lycée Condorcet - The International French School of Sydney,St Spyridon College,"Aspect South East Sydney School, Maroubra",,,,,,,,,,,,,,,
MASCOT,Mascot Public School,J J Cahill Memorial High School,St Therese Catholic Primary School,,,,,,,,,,,,,,,,,,,,,
MATRAVILLE,Matraville Public School,Matraville Soldiers Settlement Public School,St Agnes' Catholic Primary School,,,,,,,,,,,,,,,,,,,,,
MENAI,Menai Public School,Tharawal Public School,Menai High School,Holy Family Catholic Primary School,Aquinas Catholic College,"Aspect South East Sydney School, Menai",,,,,,,,,,,,,,,,,,
MIRANDA,Miranda Public School,Miranda North Public School,Port Hacking High School,Our Lady Star of the Sea Catholic School,,,,,,,,,,,,,,,,,,,,
MORTDALE,Mortdale Public School,Penshurst West Public School,Carinya School,Marist Catholic College Penshurst,,,,,,,,,,,,,,,,,,,,
BALMAIN EAST,Nicholson Street Public School,,,,,,,,,,,,,,,,,,,,,,,
PEAKHURST,Peakhurst Public School,Peakhurst West Public School,Peakhurst South Public School,Georges River College Peakhurst Campus,Aspect South East Sydney School,,,,,,,,,,,,,,,,,,,
ST PETERS,St Peters Public School,,,,,,,,,,,,,,,,,,,,,,,
SUMMER HILL,Summer Hill Public School,St Patrick's Catholic Primary School,Trinity Grammar School,Trinity Grammar School Bishop Chambers House,,,,,,,,,,,,,,,,,,,,
SUTHERLAND,Sutherland Public School,Sutherland North Public School,Minerva School,St Patrick's Catholic Primary School,"St Patrick's College, Sutherland",,,,,,,,,,,,,,,,,,,
SYLVANIA,Sylvania Public School,Sylvania Heights Public School,Sylvania High School,,,,,,,,,,,,,,,,,,,,,
TAREN POINT,Taren Point Public School,,,,,,,,,,,,,,,,,,,,,,,
ULTIMO,Ultimo Public School,International Grammar School,,,,,,,,,,,,,,,,,,,,,,
VAUCLUSE,Vaucluse Public School,,,,,,,,,,,,,,,,,,,,,,,
WATERFALL,Waterfall Public School,,,,,,,,,,,,,,,,,,,,,,,
OYSTER BAY,Oyster Bay Public School,,,,,,,,,,,,,,,,,,,,,,,
SOUTH COOGEE,South Coogee Public School,,,,,,,,,,,,,,,,,,,,,,,
WORONORA,Woronora River Public School,,,,,,,,,,,,,,,,,,,,,,,
BUNDEENA,Bundeena Public School,,,,,,,,,,,,,,,,,,,,,,,
LUGARNO,Lugarno Public School,,,,,,,,,,,,,,,,,,,,,,,
JANNALI,Jannali Public School,Jannali East Public School,The Jannali High School,,,,,,,,,,,,,,,,,,,,,
RAMSGATE,Ramsgate Public School,,,,,,,,,,,,,,,,,,,,,,,
ROSELANDS,McCallums Hill Public School,,,,,,,,,,,,,,,,,,,,,,,
GRAYS POINT,Grays Point Public School,,,,,,,,,,,,,,,,,,,,,,,
TEMPE,Tempe Public School,Tempe High School,,,,,,,,,,,,,,,,,,,,,,
ILLAWONG,Illawong Public School,,,,,,,,,,,,,,,,,,,,,,,
LILLI PILLI,Lilli Pilli Public School,,,,,,,,,,,,,,,,,,,,,,,
YOWIE BAY,Yowie Bay Public School,,,,,,,,,,,,,,,,,,,,,,,
ERSKINEVILLE,Erskineville Public School,St Mary's Catholic Primary School,,,,,,,,,,,,,,,,,,,,,,
LOFTUS,Loftus Public School,Cook School,,,,,,,,,,,,,,,,,,,,,,
LEWISHAM,Lewisham Public School,Christian Brothers High School Lewisham,The John Berne School,Eileen O'connor Catholic College,The John Berne School - Becket Campus,,,,,,,,,,,,,,,,,,,
GYMEA,Gymea North Public School,Gymea Technology High School,St Catherine Labouré Catholic Primary School,Sydney Montessori School,,,,,,,,,,,,,,,,,,,,
KAREELA,Kareela Public School,Bates Drive School,"Aspect South East Sydney School, Kareela",,,,,,,,,,,,,,,,,,,,,
DULWICH HILL,Dulwich Hill Public School,Dulwich High School of Visual Arts and Design,St Paul of the Cross Catholic Primary School,St Maroun's College,,,,,,,,,,,,,,,,,,,,
BONNET BAY,Bonnet Bay Public School,,,,,,,,,,,,,,,,,,,,,,,
EASTLAKES,Eastlakes Public School,,,,,,,,,,,,,,,,,,,,,,,
BANGOR,Bangor Public School,Inaburra School,,,,,,,,,,,,,,,,,,,,,,
WOOLLOOMOOLOO,Plunkett Street Public School,Sydney Distance Education High School,,,,,,,,,,,,,,,,,,,,,,
ALFORDS POINT,Alfords Point Public School,,,,,,,,,,,,,,,,,,,,,,,
WATERLOO,Green Square School,Our Lady of Mount Carmel Catholic Primary School,Taylors College,,,,,,,,,,,,,,,,,,,,,
HURLSTONE PARK,Edgeware School,,,,,,,,,,,,,,,,,,,,,,,
BONDI,Bondi Public School,WAYS Secondary,Yeshiva College,Montessori East,,,,,,,,,,,,,,,,,,,,
CROYDON,Croydon Public School,Burwood Girls High School,Holy Innocents' Catholic Primary School,Presbyterian Ladies' College Sydney,,,,,,,,,,,,,,,,,,,,
CROYDON PARK,Croydon Park Public School,St Francis Xavier Catholic School Ashbury,,,,,,,,,,,,,,,,,,,,,,
DACEYVILLE,Daceyville Public School,St Michael's Catholic Primary School,,,,,,,,,,,,,,,,,,,,,,
POTTS POINT,Darlinghurst Public School,St Vincent's College,,,,,,,,,,,,,,,,,,,,,,
ROSEBERY,Gardeners Road Public School,,,,,,,,,,,,,,,,,,,,,,,
ROZELLE,Rozelle Public School,Sydney Secondary College Balmain Campus,,,,,,,,,,,,,,,,,,,,,,
STANMORE,Stanmore Public School,St Michael's Catholic Primary School,Newington College,Newington College - Wyvern House Preparatory School,,,,,,,,,,,,,,,,,,,,
CHIFLEY,Matraville Sports High School,,,,,,,,,,,,,,,,,,,,,,,
BARDEN RIDGE,Lucas Heights Community School,Shire Christian School,,,,,,,,,,,,,,,,,,,,,,
WOOLOOWARE,Woolooware High School,St Francis De Sales' Catholic Primary School,,,,,,,,,,,,,,,,,,,,,,
DOVER HEIGHTS,Rose Bay Secondary College,Kesser Torah College,,,,,,,,,,,,,,,,,,,,,,
ALEXANDRIA,Alexandria Park Community School,,,,,,,,,,,,,,,,,,,,,,,
ARCADIA,Arcadia Public School,Northholm Grammar School,,,,,,,,,,,,,,,,,,,,,,
ARTARMON,Artarmon Public School,,,,,,,,,,,,,,,,,,,,,,,
ASQUITH,Asquith Public School,Asquith Girls High School,Asquith Boys High School,St Patrick's Catholic Primary School,,,,,,,,,,,,,,,,,,,,
SEAFORTH,Seaforth Public School,,,,,,,,,,,,,,,,,,,,,,,
BEECROFT,Beecroft Public School,Cheltenham Girls High School,Arden Anglican School,,,,,,,,,,,,,,,,,,,,,
BEROWRA,Berowra Public School,Berowra Christian Community School,,,,,,,,,,,,,,,,,,,,,,
HUNTERS HILL,Boronia Park Public School,Hunters Hill Public School,Hunters Hill High School,Villa Maria Catholic Primary School,St Joseph's College,,,,,,,,,,,,,,,,,,,
BROOKLYN,Brooklyn Public School,,,,,,,,,,,,,,,,,,,,,,,
BROOKVALE,Brookvale Public School,St Augustine's College Sydney,,,,,,,,,,,,,,,,,,,,,,
CAMMERAY,Cammeray Public School,Anzac Park Public School,,,,,,,,,,,,,,,,,,,,,,
CASTLE HILL,Castle Hill Public School,Samuel Gilbert Public School,Oakhill Drive Public School,Castle Hill High School,Excelsior Public School,St Bernadette's Primary School,St Angela's Primary School,Gilroy Catholic College,Oakhill College Castle Hill,St Gabriel's School for Hearing Impaired Children,"Hills Adventist College, Castle Hill Campus","Redeemer Baptist School, Castle Hill campus","Aspect Western Sydney School, Castle Hill",,,,,,,,,,,
COWAN,Cowan Public School,,,,,,,,,,,,,,,,,,,,,,,
DEE WHY,Dee Why Public School,Narraweena Public School,Fisher Road School,St Kevin's Catholic Primary School,St Luke's Grammar School,,,,,,,,,,,,,,,,,,,
DURAL,Dural Public School,Lorien Novalis School for Rudolf Steiner Education,Warrah School,Pacific Hills Christian School,Redfield College,New Hope School,,,,,,,,,,,,,,,,,,
WEST RYDE,Ermington Public School,West Ryde Public School,Melrose Park Public School,Marsden High School,,,,,,,,,,,,,,,,,,,,
FRENCHS FOREST,Frenchs Forest Public School,Mimosa Public School,Arranounbai School,The Forest High School,Davidson High School,,,,,,,,,,,,,,,,,,,
GALSTON,Galston Public School,Galston High School,,,,,,,,,,,,,,,,,,,,,,
GLADESVILLE,Gladesville Public School,Riverside Girls High School,Our Lady Queen of Peace Catholic Primary School,Giant Steps Sydney,"SHORE - Sydney Church of England Grammar School, Boat Shed",The Scots College - Boat Club campus,,,,,,,,,,,,,,,,,,
GLENHAVEN,Glenhaven Public School,,,,,,,,,,,,,,,,,,,,,,,
GLENORIE,Glenorie Public School,Hillside Public School,,,,,,,,,,,,,,,,,,,,,,
GREENWICH,Greenwich Public School,,,,,,,,,,,,,,,,,,,,,,,
KENTHURST,Kenthurst Public School,St Madeleine's Primary School,Marian Catholic College,The Hills Grammar School,,,,,,,,,,,,,,,,,,,,
LANE COVE,Lane Cove Public School,Lane Cove West Public School,Mowbray Public School,St Michael's Catholic Primary School,St Ignatius' College,Currambena Primary School,"Aspect Vern Barnett School, Lane Cove",,,,,,,,,,,,,,,,,
EAST LINDFIELD,Lindfield East Public School,,,,,,,,,,,,,,,,,,,,,,,
BALGOWLAH,Manly West Public School,Balgowlah Heights Public School,Northern Beaches Secondary College Balgowlah Boys Campus,St Cecilia's Catholic Primary School,,,,,,,,,,,,,,,,,,,,
MIDDLE DURAL,Middle Dural Public School,,,,,,,,,,,,,,,,,,,,,,,
MONA VALE,Mona Vale Public School,Pittwater High School,Sacred Heart Catholic Primary School,"Aspect Vern Barnett School, Mona Vale",,,,,,,,,,,,,,,,,,,,
NARRABEEN,Narrabeen Lakes Public School,St Joseph's Catholic Primary School,"St Lucy's, St Joseph's Narrabeen campus",,,,,,,,,,,,,,,,,,,,,
NEWPORT,Newport Public School,,,,,,,,,,,,,,,,,,,,,,,
NORMANHURST,Normanhurst Public School,Normanhurst Boys High School,Loreto Normanhurst,,,,,,,,,,,,,,,,,,,,,
NORTHBRIDGE,Northbridge Public School,St Philip Neri Catholic Primary School,"SHORE - Sydney Church of England Preparatory School, Northbridge",,,,,,,,,,,,,,,,,,,,,
NORTH ROCKS,North Rocks Public School,Muirfield High School,Christ the King Primary School,RIDBC Alice Betteridge School,RIDBC Garfield Barwick School,RIDBC Thomas Pattison School,,,,,,,,,,,,,,,,,,
WAVERTON,North Sydney Public School,,,,,,,,,,,,,,,,,,,,,,,
PENNANT HILLS,Pennant Hills Public School,Pennant Hills High School,St Agatha's Catholic Primary School,Mount St Benedict College,,,,,,,,,,,,,,,,,,,,
WEST PENNANT HILLS,West Pennant Hills Public School,Hills Montessori School,,,,,,,,,,,,,,,,,,,,,,
RYDE,Putney Public School,Ryde Public School,Meadowbank Public School,Ryde Secondary College,St Charles Catholic Primary School,Holy Cross College,Northcross Christian School,Aurora College,,,,,,,,,,,,,,,,
ROSEVILLE,Roseville Public School,Roseville College,,,,,,,,,,,,,,,,,,,,,,
NORTH TURRAMURRA,Turramurra North Public School,Ku-ring-gai High School,,,,,,,,,,,,,,,,,,,,,,
TURRAMURRA,Warrawee Public School,Turramurra Public School,,,,,,,,,,,,,,,,,,,,,,
WILLOUGHBY,Willoughby Public School,Willoughby Girls High School,St Thomas' Catholic Primary School,,,,,,,,,,,,,,,,,,,,,
ANNANGROVE,Annangrove Public School,,,,,,,,,,,,,,,,,,,,,,,
BELROSE,Belrose Public School,Wakehurst Public School,Covenant Christian School,Kamaroi Rudolf Steiner School,Yanginanook School,John Colet School,,,,,,,,,,,,,,,,,,
PYMBLE,Pymble Public School,Gordon West Public School,Sacred Heart Catholic Primary School,Pymble Ladies' College,Northside Montessori School (Pymble Campus),,,,,,,,,,,,,,,,,,,
EASTWOOD,Denistone East Public School,Eastwood Heights Public School,Kent Road Public School,Eastwood Public School,Epping Boys High School,St Kevin's Catholic Primary School,Marist College Eastwood,"Aspect Vern Barnett School, Eastwood",,,,,,,,,,,,,,,,
MOUNT COLAH,Mount Colah Public School,,,,,,,,,,,,,,,,,,,,,,,
NORTH NARRABEEN,Narrabeen North Public School,Narrabeen Sports High School,,,,,,,,,,,,,,,,,,,,,,
KILLARA,Killara Public School,Beaumont Road Public School,Killara High School,,,,,,,,,,,,,,,,,,,,,
CASTLE COVE,Castle Cove Public School,,,,,,,,,,,,,,,,,,,,,,,
NORTH CURL CURL,Curl Curl North Public School,Northern Beaches Secondary College Manly Campus,,,,,,,,,,,,,,,,,,,,,,
COLLAROY PLATEAU,Collaroy Plateau Public School,Wheeler Heights Public School,St Rose Catholic Primary School,,,,,,,,,,,,,,,,,,,,,
BEACON HILL,Beacon Hill Public School,,,,,,,,,,,,,,,,,,,,,,,
FORESTVILLE,Forestville Public School,Our Lady of Good Counsel Catholic Primary School,Aspect Vern Barnett School,Forestville Montessori School,"Aspect Vern Barnett School, Forestville",,,,,,,,,,,,,,,,,,,
MANLY VALE,Manly Vale Public School,Northern Beaches Secondary College Mackellar Girls Campus,St Kieran's Catholic Primary School,,,,,,,,,,,,,,,,,,,,,
MOUNT KURING-GAI,Mount Kuring-gai Public School,,,,,,,,,,,,,,,,,,,,,,,
NORTH EPPING,Epping North Public School,,,,,,,,,,,,,,,,,,,,,,,
ELANORA HEIGHTS,Elanora Heights Public School,,,,,,,,,,,,,,,,,,,,,,,
ALLAMBIE HEIGHTS,Allambie Heights Public School,The Beach School,,,,,,,,,,,,,,,,,,,,,,
CROMER,Cromer Public School,Northern Beaches Secondary College Cromer Campus,,,,,,,,,,,,,,,,,,,,,,
HORNSBY,Hornsby Heights Public School,Hornsby North Public School,Hornsby South Public School,Clarke Road School,Hornsby Girls High School,Barker College,,,,,,,,,,,,,,,,,,
THORNLEIGH,Normanhurst West Public School,Thornleigh West Public School,,,,,,,,,,,,,,,,,,,,,,
WEST PYMBLE,West Pymble Public School,Our Lady of Perpetual Succour Catholic Primary School,,,,,,,,,,,,,,,,,,,,,,
ST IVES,St Ives North Public School,St Ives Public School,St Ives Park Public School,Sir Eric Woodward Memorial School,St Ives High School,Corpus Christi Catholic Primary School,Brigidine College St Ives,Masada College,Sydney Grammar School - St Ives Preparatory School,"Aspect Vern Barnett School, St Ives",,,,,,,,,,,,,,
CARLINGFORD,Roselea Public School,Murray Farm Public School,Carlingford High School,Carlingford West Public School,Carlingford Public School,James Ruse Agricultural High School,Cumberland High School,St Gerard's Catholic Primary School,,,,,,,,,,,,,,,,
BILGOLA PLATEAU,Bilgola Plateau Public School,,,,,,,,,,,,,,,,,,,,,,,
BAULKHAM HILLS,Baulkham Hills North Public School,Jasper Road Public School,Crestwood Public School,Matthew Pearce Public School,Baulkham Hills High School,Model Farms High School,Crestwood High School,St Michael's Primary School,Woodbury,,,,,,,,,,,,,,,
KILLARNEY HEIGHTS,Killarney Heights Public School,Killarney Heights High School,,,,,,,,,,,,,,,,,,,,,,
BEROWRA HEIGHTS,Wideview Public School,St Bernard's Catholic Primary School,,,,,,,,,,,,,,,,,,,,,,
DAVIDSON,Kambora Public School,St Martin's Catholic Primary School,,,,,,,,,,,,,,,,,,,,,,
NAREMBURN,Naremburn School,,,,,,,,,,,,,,,,,,,,,,,
CHATSWOOD,Chatswood Public School,Chatswood High School,Our Lady of Dolours Catholic Primary School,Mercy Catholic College,St Pius X College,International Chinese School,,,,,,,,,,,,,,,,,,
CROWS NEST,North Sydney Boys High School,North Sydney Girls High School,Cammeraygal High School,,,,,,,,,,,,,,,,,,,,,
SOUTH TURRAMURRA,Turramurra High School,,,,,,,,,,,,,,,,,,,,,,,
APPIN,Appin Public School,,,,,,,,,,,,,,,,,,,,,,,
AUSTRAL,Austral Public School,Unity Grammar College,Al-Faisal College - Liverpool,St Anthony of Padua Catholic School,,,,,,,,,,,,,,,,,,,,
BARGO,Bargo Public School,,,,,,,,,,,,,,,,,,,,,,,
BASS HILL,Bass Hill Public School,Bass High School,George Bass School,,,,,,,,,,,,,,,,,,,,,
BERALA,Berala Public School,,,,,,,,,,,,,,,,,,,,,,,
GRANVILLE,Blaxcell Street Public School,Granville Public School,Granville East Public School,Granville Boys High School,Holy Trinity Primary School,Delany College,,,,,,,,,,,,,,,,,,
BOSSLEY PARK,Bossley Park Public School,Prairievale Public School,Bossley Park High School,Mary Immaculate Catholic Primary School,,,,,,,,,,,,,,,,,,,,
BRINGELLY,Bringelly Public School,,,,,,,,,,,,,,,,,,,,,,,
BURWOOD,Burwood Public School,MLC School,Southern Cross Catholic Vocational College,"MLC School, Art and Design Centre","MLC School, Music Centre",,,,,,,,,,,,,,,,,,,
BUXTON,Buxton Public School,,,,,,,,,,,,,,,,,,,,,,,
CABRAMATTA,Cabramatta Public School,Cabramatta West Public School,Harrington Street Public School,Lansvale East Public School,Cabramatta High School,Sacred Heart Catholic School,,,,,,,,,,,,,,,,,,
CAMDEN,Camden Public School,Cawdor Public School,Mount Hunter Public School,Camden South Public School,Mawarra Public School,Camden High School,St Paul's Catholic Primary School,Mater Dei School,,,,,,,,,,,,,,,,
CAMPSIE,Campsie Public School,Harcourt Public School,Wangee Park School,St Mel's Catholic Primary School,,,,,,,,,,,,,,,,,,,,
CANLEY VALE,Canley Vale Public School,Lansvale Public School,Canley Vale High School,Pal Buddhist School,,,,,,,,,,,,,,,,,,,,
COBBITTY,Cobbitty Public School,Macarthur Anglican School,Aspect Macarthur School,,,,,,,,,,,,,,,,,,,,,
