DARLING SOUTH,The Currajong School,,,,,,,,,,,,,,,,,,,,,,
LILYDALE,Lilydale Primary School,Lilydale West Primary School,Lilydale Heights College,Lilydale High School,Mount Lilydale Mercy College,St Patrick's School,Edinburgh College,Edinburgh College (Primary Campus),Mount Evelyn Christian School - Ranges Tec Campus,,,,,,,,,,,,,,
DARRAWEIT GUIM,Darraweit Guim Primary School,,,,,,,,,,,,,,,,,,,,,,
LINTON,Linton Primary School,,,,,,,,,,,,,,,,,,,,,,
INVERMAY,Invermay Primary School,,,,,,,,,,,,,,,,,,,,,,
MITTA MITTA,Mitta Mitta Primary School,,,,,,,,,,,,,,,,,,,,,,
CAMBERWELL,Camberwell Primary School,Hartwell Primary School,St Dominic's School,Siena College Ltd,,,,,,,,,,,,,,,,,,,
GREENVALE,Greenvale Primary School,St Carlo Borromeo School,Kolbe Catholic College,Aitken College,,,,,,,,,,,,,,,,,,,
ALEXANDRA,Alexandra Primary School,Alexandra Secondary College,St Mary's School,,,,,,,,,,,,,,,,,,,,
ROCKBANK,Rockbank Primary School,,,,,,,,,,,,,,,,,,,,,,
BANNOCKBURN,Bannockburn Primary School,,,,,,,,,,,,,,,,,,,,,,
DOREEN,Doreen Primary School,Laurimar Primary School,Plenty Valley Christian College,Hazel Glen College,St Paul the Apostle Catholic Primary School,,,,,,,,,,,,,,,,,,
TALBOT,Talbot Primary School,,,,,,,,,,,,,,,,,,,,,,
YARRA GLEN,Yarra Glen Primary School,,,,,,,,,,,,,,,,,,,,,,
ELMHURST,Elmhurst Primary School,,,,,,,,,,,,,,,,,,,,,,
KANGAROO FLAT,Kangaroo Flat Primary School,Bendigo Special Developmental School,Crusoe 7-10 Secondary College,St Monica's School,,,,,,,,,,,,,,,,,,,
WESTMEADOWS,Westmeadows Primary School,,,,,,,,,,,,,,,,,,,,,,
SUNBURY,Sunbury Primary School,Sunbury West Primary School,Kismet Park Primary School,Sunbury Heights Primary School,Sunbury And Macedon Ranges Specialist School,Goonawarra Primary School,Killara Primary School,Sunbury College,Sunbury Downs Secondary College,Our Lady of Mount Carmel School,Salesian College,St Anne's School,Red Rock Christian College,St Mary’s College for the Deaf – Sunbury Campus,,,,,,,,,
DIAMOND CREEK,Diamond Creek Primary School,Diamond Creek East Primary School,Diamond Valley College,Sacred Heart School,,,,,,,,,,,,,,,,,,,
HESKET,Hesket Primary School,,,,,,,,,,,,,,,,,,,,,,
AXEDALE,Axedale Primary School,,,,,,,,,,,,,,,,,,,,,,
VERMONT,Vermont Primary School,Vermont Secondary College,St Timothy's School,St James' School,,,,,,,,,,,,,,,,,,,
TARNAGULLA,Tarnagulla Primary School,,,,,,,,,,,,,,,,,,,,,,
SCORESBY,Scoresby Primary School,Scoresby Secondary College,St Jude the Apostle School,,,,,,,,,,,,,,,,,,,,
CARISBROOK,Carisbrook Primary School,,,,,,,,,,,,,,,,,,,,,,
WANDIN NORTH,Wandin Yallock Primary School,Wandin North Primary School,,,,,,,,,,,,,,,,,,,,,
YERING,Yering Primary School,,,,,,,,,,,,,,,,,,,,,,
DARTMOOR,Dartmoor Primary School,,,,,,,,,,,,,,,,,,,,,,
MICKLEHAM,Mickleham Primary School,,,,,,,,,,,,,,,,,,,,,,
INGLEWOOD,Inglewood Primary School,St Mary's School,,,,,,,,,,,,,,,,,,,,,
CHEWTON,Chewton Primary School,,,,,,,,,,,,,,,,,,,,,,
BOLINDA,Bolinda Primary School,,,,,,,,,,,,,,,,,,,,,,
NAPOLEONS,Napoleons Primary School,,,,,,,,,,,,,,,,,,,,,,
HADDON,Haddon Primary School,,,,,,,,,,,,,,,,,,,,,,
PANMURE,Panmure Primary School,,,,,,,,,,,,,,,,,,,,,,
SORRENTO,Sorrento Primary School,St Joseph's School,,,,,,,,,,,,,,,,,,,,,
ALFREDTON,Alfredton Primary School,St Thomas More School,Ballarat Secondary College LinkUp - Farm Experience Campus,,,,,,,,,,,,,,,,,,,,
BRIDGEWATER ON LODDON,Bridgewater Primary School,,,,,,,,,,,,,,,,,,,,,,
HASTINGS,Hastings Primary School,Wallaroo Primary School,Western Port Secondary College,St Mary's School,Advance College of Education Incorporated - Hastings Hub,,,,,,,,,,,,,,,,,,
YACKANDANDAH,Yackandandah Primary School,,,,,,,,,,,,,,,,,,,,,,
NAGAMBIE,Nagambie Primary School,St Joseph's School,,,,,,,,,,,,,,,,,,,,,
HEYFIELD,Heyfield Primary School,St Michael's School,,,,,,,,,,,,,,,,,,,,,
MOORABBIN,Moorabbin Primary School,Southmoor Primary School,Bayside Special Developmental School,St Catherine's School,Avenues Education,,,,,,,,,,,,,,,,,,
INDIGO VALLEY,Middle Indigo Primary School,,,,,,,,,,,,,,,,,,,,,,
BRIAGOLONG,Briagolong Primary School,,,,,,,,,,,,,,,,,,,,,,
LINDENOW,Lindenow Primary School,,,,,,,,,,,,,,,,,,,,,,
BROADFORD,Broadford Primary School,Broadford Secondary College,,,,,,,,,,,,,,,,,,,,,
MURCHISON,Murchison Primary School,,,,,,,,,,,,,,,,,,,,,,
PANTON HILL,Panton Hill Primary School,,,,,,,,,,,,,,,,,,,,,,
GLEN PARK,Glen Park Primary School,,,,,,,,,,,,,,,,,,,,,,
CONCONGELLA,Concongella Primary School,,,,,,,,,,,,,,,,,,,,,,
BRUTHEN,Bruthen Primary School,,,,,,,,,,,,,,,,,,,,,,
SWAN HILL,Swan Hill Primary School,Swan Hill North Primary School,Swan Hill Specialist School,Swan Hill College,St Mary's School,St Mary MacKillop College,Son Centre Christian College,Glenvale School - Swan Hill Centre,Swan Hill College-FLO Campus,,,,,,,,,,,,,,
POREPUNKAH,Porepunkah Primary School,,,,,,,,,,,,,,,,,,,,,,
LEOPOLD,Leopold Primary School,,,,,,,,,,,,,,,,,,,,,,
INVERLEIGH,Inverleigh Primary School,,,,,,,,,,,,,,,,,,,,,,
GLEN IRIS,Glen Iris Primary School,Camberwell South Primary School,Sacre Coeur,St Roch's School,St Cecilia's School,Korowa Anglican Girls' School,Caulfield Grammar School - Malvern Campus,,,,,,,,,,,,,,,,
TRAWALLA,Trawalla Primary School,,,,,,,,,,,,,,,,,,,,,,
QUARRY HILL,Quarry Hill Primary School,St Joseph's School,,,,,,,,,,,,,,,,,,,,,
SEBASTOPOL,Sebastopol Primary School,St James' School,Ballarat Christian College,Phoenix P-12 Community College,Phoenix P-12 Community College-Redan Campus,Berry Street School - Ballarat Campus,,,,,,,,,,,,,,,,,
WOODSIDE,Woodside Primary School,,,,,,,,,,,,,,,,,,,,,,
NOORAT,Noorat Primary School,Mercy Regional College - O'Keeffe Campus,The Alpine School-Gnurad Gundidj Campus,,,,,,,,,,,,,,,,,,,,
ALBERT PARK,Albert Park Primary School,Albert Park College,SEDA College (Victoria) - Basketball Albert Park,SEDA College (Victoria) - Sailing - Albert Park,SEDA College (Victoria) - Tennis - Albert Park,,,,,,,,,,,,,,,,,,
BONEO,Boneo Primary School,,,,,,,,,,,,,,,,,,,,,,
QUEENSCLIFF,Queenscliff Primary School,St Aloysius' School,,,,,,,,,,,,,,,,,,,,,
PORTLAND NORTH,Portland North Primary School,,,,,,,,,,,,,,,,,,,,,,
TIMOR,Timor Primary School,,,,,,,,,,,,,,,,,,,,,,
APSLEY,Apsley Primary School,,,,,,,,,,,,,,,,,,,,,,
STRATHFIELDSAYE,Strathfieldsaye Primary School,St Francis of the Fields School,,,,,,,,,,,,,,,,,,,,,
SKYE,Skye Primary School,Australis Christian College,,,,,,,,,,,,,,,,,,,,,
TOOBORAC,Tooborac Primary School,,,,,,,,,,,,,,,,,,,,,,
UPPER PLENTY,Upper Plenty Primary School,,,,,,,,,,,,,,,,,,,,,,
CARLTON NORTH,Carlton North Primary School,Princes Hill Primary School,,,,,,,,,,,,,,,,,,,,,
MALDON,Maldon Primary School,,,,,,,,,,,,,,,,,,,,,,
WOORI YALLOCK,Woori Yallock Primary School,Croydon Community School-Woori Yallock Farm School Campus,,,,,,,,,,,,,,,,,,,,,
MOYSTON,Moyston Primary School,,,,,,,,,,,,,,,,,,,,,,
BUNINYONG,Buninyong Primary School,,,,,,,,,,,,,,,,,,,,,,
SCOTSBURN,Buninyong Primary School-Scotsburn Primary School,,,,,,,,,,,,,,,,,,,,,,
MARYSVILLE,Marysville Primary School,,,,,,,,,,,,,,,,,,,,,,
LANGLEY,Langley Primary School,,,,,,,,,,,,,,,,,,,,,,
WANDONG,Wandong Primary School,,,,,,,,,,,,,,,,,,,,,,
COWES,Cowes Primary School,,,,,,,,,,,,,,,,,,,,,,
BULLARTO,Bullarto Primary School,,,,,,,,,,,,,,,,,,,,,,
LISMORE,Lismore Primary School,,,,,,,,,,,,,,,,,,,,,,
LOWER PLENTY,Lower Plenty Primary School,,,,,,,,,,,,,,,,,,,,,,
GOLDEN SQUARE,Specimen Hill Primary School,Golden Square Primary School,Glenvale School - Bendigo Centre,,,,,,,,,,,,,,,,,,,,
BOLWARRA,Bolwarra Primary School,,,,,,,,,,,,,,,,,,,,,,
NAVARRE,Navarre Primary School,,,,,,,,,,,,,,,,,,,,,,
WARRACKNABEAL,Warracknabeal Primary School,Warracknabeal Special Developmental School,Warracknabeal Secondary College,St Mary's School,Warracknabeal Secondary College-Warracknabeal and Community Re-engagement Program,,,,,,,,,,,,,,,,,,
MOYHU,Moyhu Primary School,,,,,,,,,,,,,,,,,,,,,,
NATTE YALLOCK,Natte Yallock Primary School,,,,,,,,,,,,,,,,,,,,,,
CLIFTON HILL,Clifton Hill Primary School,Spensley Street Primary School,St John's School,,,,,,,,,,,,,,,,,,,,
CHRISTMAS HILLS,Christmas Hills Primary School,,,,,,,,,,,,,,,,,,,,,,
TALLANGATTA,Tallangatta Primary School,Tallangatta Secondary College,St Michael's School,,,,,,,,,,,,,,,,,,,,
KIALLA,Kialla Central Primary School,,,,,,,,,,,,,,,,,,,,,,
MOUNT ELIZA,Mount Eliza Primary School,Mount Eliza North Primary School,Kunyung Primary School,Mount Eliza Secondary College,St Thomas More's School,Toorak College,Peninsula Grammar,,,,,,,,,,,,,,,,
SAN REMO,San Remo Primary School,,,,,,,,,,,,,,,,,,,,,,
DIMBOOLA,Dimboola Primary School,Dimboola Memorial Secondary College,St Peter's Lutheran School,,,,,,,,,,,,,,,,,,,,
WHOROULY,Whorouly Primary School,,,,,,,,,,,,,,,,,,,,,,
MERRIJIG,Merrijig Primary School,,,,,,,,,,,,,,,,,,,,,,
LETHBRIDGE,Lethbridge Primary School,,,,,,,,,,,,,,,,,,,,,,
OXLEY,Oxley Primary School,,,,,,,,,,,,,,,,,,,,,,
NORTHCOTE,Northcote Primary School,Westgarth Primary School,Croxton Special School,Northcote High School,St Joseph's School,Santa Maria College,,,,,,,,,,,,,,,,,
NORTH MELBOURNE,North Melbourne Primary School,St Michael's School,St Aloysius College,St Joseph's Flexible Learning Centre Melbourne,Mount Alexander 7-12 College-River Nile Campus,River Nile School,"SEDA College (Victoria) - The Huddle, North Melbourne Football Club",,,,,,,,,,,,,,,,
DANDENONG,Dandenong Primary School,Dandenong West Primary School,Dandenong North Primary School,Dandenong South Primary School,Emerson School,Wooranna Park Primary School,Dandenong High School,St Mary's School,St John's Regional College,St Mary’s College for the Deaf – Dandenong Campus,Dandenong High School-Cleeland Campus,SEDA College (Victoria) - Basketball - Dandenong,SEDA College (Victoria) - Building and Construction - Dandenong,,,,,,,,,,
MALMSBURY,Malmsbury Primary School,Parkville College,,,,,,,,,,,,,,,,,,,,,
KERANG,Kerang Primary School,Kerang South Primary School,Kerang Technical High School,St Joseph's School,Kerang Christian College,,,,,,,,,,,,,,,,,,
DROUIN WEST,Drouin West Primary School,,,,,,,,,,,,,,,,,,,,,,
MEREDITH,Meredith Primary School,,,,,,,,,,,,,,,,,,,,,,
EDI UPPER,Edi Upper Primary School,,,,,,,,,,,,,,,,,,,,,,
MOOROOPNA,Mooroopna Primary School,Mooroopna North Primary School,Mooroopna Park Primary School,Mooroopna Secondary College,St Mary's School,,,,,,,,,,,,,,,,,,
CAIRNLEA,Cairnlea Park Primary School,Victoria University Secondary College-Cairnlea Campus,Cairnlea Park Primary School-Western Special Assistance Unit - Language,SEDA College (Victoria) - Melbourne City Sports Development Program - Cairnlea,,,,,,,,,,,,,,,,,,,
BALLAN,Ballan Primary School,St Brigid's School,,,,,,,,,,,,,,,,,,,,,
TATURA,Tatura Primary School,Harston Primary School,Sacred Heart School,,,,,,,,,,,,,,,,,,,,
TOOLAMBA,Toolamba Primary School,,,,,,,,,,,,,,,,,,,,,,
OSBORNES FLAT,Osbornes Flat Primary School,,,,,,,,,,,,,,,,,,,,,,
FRANKSTON,Frankston Primary School,Frankston East Primary School,Overport Primary School,Frankston Heights Primary School,Karingal Primary School,Ballam Park Primary School,Karingal Heights Primary School,Naranga Special School,Kingsley Park Primary School,Frankston Special Developmental School,Frankston High School,McClelland Secondary College,St Francis Xavier School,John Paul College,St Augustine's School,Frankston High School-VCE Campus,Mount Erin Secondary College-Mount Erin Deaf Facility,Oakwood School-Career Pathway Centre,Oakwood School-Frankston Campus,Yea High School-Kevin Collopy Pavilion,SEDA College (Victoria) - Cricket Australia -  Frankston,,
DONALD,Donald Primary School,Donald High School,St Mary's School,,,,,,,,,,,,,,,,,,,,
BEVERIDGE,Beveridge Primary School,,,,,,,,,,,,,,,,,,,,,,
ST KILDA,St Kilda Primary School,St Kilda Park Primary School,St Michael's Grammar School,,,,,,,,,,,,,,,,,,,,
CAPE CLEAR,Cape Clear Primary School,,,,,,,,,,,,,,,,,,,,,,
WARBURTON,Warburton Primary School,,,,,,,,,,,,,,,,,,,,,,
TALLAROOK,Tallarook Primary School,,,,,,,,,,,,,,,,,,,,,,
BARNAWARTHA,Barnawartha Primary School,,,,,,,,,,,,,,,,,,,,,,
GEELONG WEST,Ashby Primary School,St Patrick's School,,,,,,,,,,,,,,,,,,,,,
TOORADIN,Tooradin Primary School,,,,,,,,,,,,,,,,,,,,,,
ELMORE,Elmore Primary School,Our Lady of the Sacred Heart Primary,,,,,,,,,,,,,,,,,,,,,
DOOKIE,Dookie Primary School,,,,,,,,,,,,,,,,,,,,,,
NATIMUK,Natimuk Primary School,,,,,,,,,,,,,,,,,,,,,,
MURTOA,Murtoa College,Our Lady Help of Christians School,,,,,,,,,,,,,,,,,,,,,
BIG HILL,Big Hill Primary School,,,,,,,,,,,,,,,,,,,,,,
CLUNES,Clunes Primary School,,,,,,,,,,,,,,,,,,,,,,
MARNOO,Marnoo Primary School,,,,,,,,,,,,,,,,,,,,,,
BEECHWORTH,Beechworth Primary School,Beechworth Secondary College,St Joseph's School,Beechworth Montessori School,,,,,,,,,,,,,,,,,,,
ARDMONA,Ardmona Primary School,,,,,,,,,,,,,,,,,,,,,,
KILMORE,Kilmore Primary School,Assumption College,St Patrick's Primary School,The Kilmore International School,The Kilmore International School - Sutherland Street Campus,,,,,,,,,,,,,,,,,,
MACARTHUR,Macarthur Primary School,,,,,,,,,,,,,,,,,,,,,,
BARWON HEADS,Barwon Heads Primary School,,,,,,,,,,,,,,,,,,,,,,
KEILOR,Keilor Primary School,St Augustine's Primary School,Overnewton Anglican Community College,,,,,,,,,,,,,,,,,,,,
DUNOLLY,Dunolly Primary School,,,,,,,,,,,,,,,,,,,,,,
SPRINGHURST,Springhurst Primary School,,,,,,,,,,,,,,,,,,,,,,
DIXONS CREEK,Dixons Creek Primary School,,,,,,,,,,,,,,,,,,,,,,
TRENTHAM,Trentham District Primary School,,,,,,,,,,,,,,,,,,,,,,
WARRENHEIP,Warrenheip Primary School,,,,,,,,,,,,,,,,,,,,,,
MAIDEN GULLY,Maiden Gully Primary School,Marist College Bendigo,,,,,,,,,,,,,,,,,,,,,
RUPANYUP,Rupanyup Primary School,,,,,,,,,,,,,,,,,,,,,,
GOORNONG,Goornong Primary School,,,,,,,,,,,,,,,,,,,,,,
OAKLEIGH,Oakleigh Primary School,Sacred Heart School,Sacred Heart Girls' College,Oakleigh Grammar,,,,,,,,,,,,,,,,,,,
CERES,Ceres Primary School,,,,,,,,,,,,,,,,,,,,,,
DAYLESFORD,Daylesford Primary School,Daylesford Secondary College,St Michael's School,Daylesford Dharma School,,,,,,,,,,,,,,,,,,,
SWAN REACH,Swan Reach Primary School,,,,,,,,,,,,,,,,,,,,,,
AMPHITHEATRE,Amphitheatre Primary School,,,,,,,,,,,,,,,,,,,,,,
DEANS MARSH,Deans Marsh Primary School,,,,,,,,,,,,,,,,,,,,,,
DRYSDALE,Drysdale Primary School,Bellarine Secondary College,Saint Ignatius College Geelong,St Thomas Primary School,Christian College Bellarine,,,,,,,,,,,,,,,,,,
ST ARNAUD,St Arnaud Primary School,St Arnaud Secondary College,St Patrick's School,,,,,,,,,,,,,,,,,,,,
NULLAWARRE,Nullawarre and District Primary School,,,,,,,,,,,,,,,,,,,,,,
MACEDON,Macedon Primary School,Alice Miller School,,,,,,,,,,,,,,,,,,,,,
ARTHURS CREEK,Arthurs Creek Primary School,,,,,,,,,,,,,,,,,,,,,,
RYE,Rye Primary School,,,,,,,,,,,,,,,,,,,,,,
BUXTON,Buxton Primary School,,,,,,,,,,,,,,,,,,,,,,
MOONAMBEL,Moonambel Primary School,,,,,,,,,,,,,,,,,,,,,,
BARINGHUP,Baringhup Primary School,,,,,,,,,,,,,,,,,,,,,,
LONGFORD,Longford Primary School,,,,,,,,,,,,,,,,,,,,,,
HARKAWAY,Harkaway Primary School,,,,,,,,,,,,,,,,,,,,,,
BALNARRING,Balnarring Primary School,,,,,,,,,,,,,,,,,,,,,,
LONDRIGAN,Carraragarmungee Primary School,,,,,,,,,,,,,,,,,,,,,,
EUROA,Euroa Primary School,Euroa Secondary College,St John's School,,,,,,,,,,,,,,,,,,,,
PYRAMID HILL,Pyramid Hill College,St Patrick's School,,,,,,,,,,,,,,,,,,,,,
SHEPPARTON EAST,Shepparton East Primary School,,,,,,,,,,,,,,,,,,,,,,
NICHOLSON,Nicholson Primary School,,,,,,,,,,,,,,,,,,,,,,
KIALLA WEST,Kialla West Primary School,,,,,,,,,,,,,,,,,,,,,,
MINERS REST,Miners Rest Primary School,,,,,,,,,,,,,,,,,,,,,,
GLENROWAN,Glenrowan Primary School,,,,,,,,,,,,,,,,,,,,,,
DEVENISH,Devenish Primary School,,,,,,,,,,,,,,,,,,,,,,
UNDERA,Undera Primary School,,,,,,,,,,,,,,,,,,,,,,
DEDERANG,Dederang Primary School,,,,,,,,,,,,,,,,,,,,,,
AXE CREEK,Eppalock Primary School,,,,,,,,,,,,,,,,,,,,,,
SILVAN,Silvan Primary School,,,,,,,,,,,,,,,,,,,,,,
WENDOUREE,Wendouree Primary School,Forest Street Primary School,Yuille Park P-8 Community College,Ballarat Secondary College,Our Lady Help of Christians School,Ballarat Grammar,Yuille Park P-8 Community College-Yuille Campus,Forest Street Primary School-Forest Street Deaf Facility,,,,,,,,,,,,,,,
LANCASTER,Lancaster Primary School,,,,,,,,,,,,,,,,,,,,,,
RAYWOOD,Raywood Primary School,,,,,,,,,,,,,,,,,,,,,,
DRUMMOND,Drummond Primary School,,,,,,,,,,,,,,,,,,,,,,
PUCKAPUNYAL,Puckapunyal Primary School,,,,,,,,,,,,,,,,,,,,,,
LANDSBOROUGH,Landsborough Primary School,,,,,,,,,,,,,,,,,,,,,,
LYSTERFIELD,Lysterfield Primary School,,,,,,,,,,,,,,,,,,,,,,
WINTON,Winton Primary School,,,,,,,,,,,,,,,,,,,,,,
MERRIGUM,Merrigum Primary School,,,,,,,,,,,,,,,,,,,,,,
BETHANGA,Bethanga Primary School,,,,,,,,,,,,,,,,,,,,,,
ABBOTSFORD,Abbotsford Primary School,Sophia Mundi Steiner School,,,,,,,,,,,,,,,,,,,,,
NEWTOWN,Newtown Primary School,Chilwell Primary School,Fyans Park Primary School,Sacred Heart College,St Joseph's College Geelong,St Robert's School,The Geelong College,Geelong Grammar School - Bostock House Campus,,,,,,,,,,,,,,,
WINDSOR,Windsor Primary School,Presentation College Windsor,Wesley College - St Kilda Road Junior Campus,,,,,,,,,,,,,,,,,,,,
NARRE WARREN NORTH,Narre Warren North Primary School,Mary MacKillop School,Harkaway Hills College,,,,,,,,,,,,,,,,,,,,
BUCHAN,Buchan Primary School,,,,,,,,,,,,,,,,,,,,,,
ANAKIE,Anakie Primary School,,,,,,,,,,,,,,,,,,,,,,
MOOLAP,Moolap Primary School,,,,,,,,,,,,,,,,,,,,,,
NEWHAM,Newham Primary School,,,,,,,,,,,,,,,,,,,,,,
MILL PARK,Plenty Parklands Primary School,Mill Park Primary School,Findon Primary School,Mill Park Heights Primary School,Mill Park Secondary College,St Francis of Assisi School,Charles La Trobe P-12 College-The Pavilion Campus - Mill Park,,,,,,,,,,,,,,,,
WHITE HILLS,White Hills Primary School,Holy Rosary School,,,,,,,,,,,,,,,,,,,,,
MOUNT EGERTON,Mount Egerton Primary School,,,,,,,,,,,,,,,,,,,,,,
DROUIN,Drouin Primary School,Drouin Secondary College,St Ita's School,Chairo Christian School,,,,,,,,,,,,,,,,,,,
WUNGHNU,Wunghnu Primary School,,,,,,,,,,,,,,,,,,,,,,
MAROONA,Maroona Primary School,,,,,,,,,,,,,,,,,,,,,,
JINDIVICK,Jindivick Primary School,,,,,,,,,,,,,,,,,,,,,,
TALGARNO,Talgarno Primary School,,,,,,,,,,,,,,,,,,,,,,
BUNGAREE,Bungaree Primary School,,,,,,,,,,,,,,,,,,,,,,
LITTLE RIVER,Little River Primary School,,,,,,,,,,,,,,,,,,,,,,
COWWARR,Cowwarr Primary School,,,,,,,,,,,,,,,,,,,,,,
SOUTH MORANG,Morang South Primary School,Merriang Special Developmental School-Junior Campus,The Lakes South Morang P-9 School,The Lakes South Morang P-9 School-Primary Campus,St Mary’s College for the Deaf – South Morang Campus,Marymede Catholic College,,,,,,,,,,,,,,,,,
PYALONG,Pyalong Primary School,,,,,,,,,,,,,,,,,,,,,,
WINCHELSEA,Winchelsea Primary School,,,,,,,,,,,,,,,,,,,,,,
BULN BULN,Buln Buln Primary School,,,,,,,,,,,,,,,,,,,,,,
SOLDIERS HILL,Macarthur Street Primary School,,,,,,,,,,,,,,,,,,,,,,
ELLIMINYT,Elliminyt Primary School,Sacred Heart School,,,,,,,,,,,,,,,,,,,,,
MORNINGTON,Mornington Primary School,Mornington Park Primary School,Mornington Special Developmental School,Benton Junior College,Mornington Secondary College,Padua College,St Macartan's School,Advance College of Education Incorporated - Mornington Campus,,,,,,,,,,,,,,,
BLOWHARD,Mount Blowhard Primary School,,,,,,,,,,,,,,,,,,,,,,
YARRAMBAT,Yarrambat Primary School,Glenvale School,,,,,,,,,,,,,,,,,,,,,
THOONA,Thoona Primary School,,,,,,,,,,,,,,,,,,,,,,
CASTERTON,Casterton Primary School,Casterton Secondary College,Sacred Heart School,,,,,,,,,,,,,,,,,,,,
NATHALIA,Nathalia Primary School,Nathalia Secondary College,St Mary of the Angels College,St Francis' School,Glenvale School - Nathalia Centre,,,,,,,,,,,,,,,,,,
GREENSBOROUGH,Greensborough Primary School,Greenhills Primary School,Watsonia Heights Primary School,Diamond Valley Special Developmental School,Apollo Parkways Primary School,Greensborough Secondary College,St Mary's School,St Thomas the Apostle School,,,,,,,,,,,,,,,
TEESDALE,Teesdale Primary School,,,,,,,,,,,,,,,,,,,,,,
CRANBOURNE,Cranbourne Primary School,Cranbourne Park Primary School,Cranbourne West Primary School,Rangebank Primary School,Cranbourne Carlisle Primary School,Lyndhurst Secondary College,Cranbourne Secondary College,St Agatha's School,St Peter's College,St Therese's School,Lighthouse Christian College Cranbourne,,,,,,,,,,,,
KATAMATITE,Katamatite Primary School,,,,,,,,,,,,,,,,,,,,,,
BUANGOR,Buangor Primary School,,,,,,,,,,,,,,,,,,,,,,
LEITCHVILLE,Leitchville Primary School,,,,,,,,,,,,,,,,,,,,,,
WHITTLESEA,Whittlesea Primary School,Whittlesea Secondary College,St Mary's School,,,,,,,,,,,,,,,,,,,,
NERRINA,Little Bendigo Primary School,,,,,,,,,,,,,,,,,,,,,,
KANGAROO GROUND,Kangaroo Ground Primary School,,,,,,,,,,,,,,,,,,,,,,
TRARALGON SOUTH,Traralgon South Primary School,,,,,,,,,,,,,,,,,,,,,,
COLERAINE,Coleraine Primary School,St Joseph's School,,,,,,,,,,,,,,,,,,,,,
LAKE CHARM,Lake Charm Primary School,,,,,,,,,,,,,,,,,,,,,,
RIPPLEBROOK,Ripplebrook Primary School,,,,,,,,,,,,,,,,,,,,,,
NUMURKAH,Numurkah Primary School,Numurkah Secondary College,St Joseph's School,,,,,,,,,,,,,,,,,,,,
MOE,Moe (Albert Street) Primary School,Moe (South Street) Primary School,Moe Primary School,Baringa Special School,St Kieran's School,,,,,,,,,,,,,,,,,,
SOUTH GEELONG,Geelong South Primary School,,,,,,,,,,,,,,,,,,,,,,
BAYSWATER,Bayswater Primary School,Bayswater South Primary School,Bayswater West Primary School,Bayswater Secondary College,Our Lady of Lourdes School,Croydon Community School-OPTIONS@Bayswater,Yea High School-Chinese Community Centre,,,,,,,,,,,,,,,,
MINYIP,Minyip Primary School,,,,,,,,,,,,,,,,,,,,,,
MULGRAVE,Mulgrave Primary School,Albany Rise Primary School,Wellington Secondary College,St John Vianney's School,Mazenod College,,,,,,,,,,,,,,,,,,
YARRAGON,Yarragon Primary School,,,,,,,,,,,,,,,,,,,,,,
TYERS,Tyers Primary School,,,,,,,,,,,,,,,,,,,,,,
TRAFALGAR,Trafalgar Primary School,Trafalgar High School,St Joseph's School,,,,,,,,,,,,,,,,,,,,
KINGLAKE,Kinglake Primary School,,,,,,,,,,,,,,,,,,,,,,
ELLINBANK,Ellinbank Primary School,,,,,,,,,,,,,,,,,,,,,,
TAMBO UPPER,Tambo Upper Primary School,,,,,,,,,,,,,,,,,,,,,,
BARANDUDA,Baranduda Primary School,"St Francis of Assisi Primary School, Wodonga","Trinity Anglican College, Wodonga",,,,,,,,,,,,,,,,,,,,
TUNGAMAH,Tungamah Primary School,,,,,,,,,,,,,,,,,,,,,,
BUNYIP,Bunyip Primary School,Columba Catholic School,,,,,,,,,,,,,,,,,,,,,
GUNBOWER,Gunbower Primary School,,,,,,,,,,,,,,,,,,,,,,
NAR NAR GOON,Nar Nar Goon Primary School,St James School,Chairo Christian School - Pakenham Campus,,,,,,,,,,,,,,,,,,,,
TOORA,Toora Primary School,,,,,,,,,,,,,,,,,,,,,,
MONTROSE,Montrose Primary School,Billanook Primary School,,,,,,,,,,,,,,,,,,,,,
KOONDROOK,Koondrook Primary School,,,,,,,,,,,,,,,,,,,,,,
KATUNGA,Katunga South Primary School,Katunga Primary School,,,,,,,,,,,,,,,,,,,,,
MAGPIE,Magpie Primary School,,,,,,,,,,,,,,,,,,,,,,
TAWONGA,Tawonga Primary School,,,,,,,,,,,,,,,,,,,,,,
NARRACAN,Narracan Primary School,,,,,,,,,,,,,,,,,,,,,,
DROUIN SOUTH,Drouin South Primary School,,,,,,,,,,,,,,,,,,,,,,
ESKDALE,Eskdale Primary School,,,,,,,,,,,,,,,,,,,,,,
DARNUM,Darnum Primary School,,,,,,,,,,,,,,,,,,,,,,
MOOROODUC,Moorooduc Primary School,Woodleigh School - Penbank Campus,,,,,,,,,,,,,,,,,,,,,
THE BASIN,The Basin Primary School,St Bernadette's Catholic Primary School,Christadelphian Heritage College Melbourne,,,,,,,,,,,,,,,,,,,,
PAYNESVILLE,Paynesville Primary School,,,,,,,,,,,,,,,,,,,,,,
EPSOM,Epsom Primary School,,,,,,,,,,,,,,,,,,,,,,
KENSINGTON,Kensington Primary School,Kensington Community High School,Holy Rosary School,SEDA College (Victoria) - Melbourne City Talented Player Program - Kensington,,,,,,,,,,,,,,,,,,,
HAZELWOOD NORTH,Hazelwood North Primary School,,,,,,,,,,,,,,,,,,,,,,
