DARLING SOUTH,The Currajong School,,,,,,,,,,,,,,,,,,,,,,
LALOR,Lalor Primary School,Lalor North Primary School,Merriang Special Developmental School,Lalor Gardens Primary School,Peter Lalor Secondary College,Lalor Secondary College,St Luke's School,St Catherine's School,Northern School For Autism-Lalor Campus,,,,,,,,,,,,,,
BENTLEIGH EAST,Coatesville Primary School,Valkstone Primary School,East Bentleigh Primary School,Southern Autistic School,Bentleigh Secondary College,St Peter's School,St James'  College,,,,,,,,,,,,,,,,
BLACKBURN NORTH,Old Orchard Primary School,Whitehorse Primary School,St Philip's School,,,,,,,,,,,,,,,,,,,,
OAKLEIGH SOUTH,Huntingdale Primary School,Oakleigh South Primary School,South Oakleigh Secondary College,,,,,,,,,,,,,,,,,,,,
BOX HILL NORTH,Box Hill North Primary School,Kerrimuir Primary School,,,,,,,,,,,,,,,,,,,,,
FERNTREE GULLY,Ferntree Gully North Primary School,Mountain Gate Primary School,Fairhills Primary School,Wattle View Primary School,Kent Park Primary School,Eastern Ranges School,St John the Baptist School,St Joseph's College,,,,,,,,,,,,,,,
OAK PARK,Oak Park Primary School,St Francis de Sales School,,,,,,,,,,,,,,,,,,,,,
SUNSHINE NORTH,Sunshine North Primary School,Albion North Primary School,Furlong Park School For Deaf Children,Sunshine College-North Sunshine Campus,St Bernadette's School,,,,,,,,,,,,,,,,,,
CRANBOURNE SOUTH,Cranbourne South Primary School,,,,,,,,,,,,,,,,,,,,,,
LAKE GARDENS,Ballarat Specialist School,,,,,,,,,,,,,,,,,,,,,,
INVERMAY PARK,Ballarat Specialist School - Midlands Farm Campus,,,,,,,,,,,,,,,,,,,,,,
BELL PARK,Nelson Park School,Bell Park North Primary School,Holy Family School,Bell Park North Primary School-Geelong English Language Program,,,,,,,,,,,,,,,,,,,
CRAIGIEBURN,Craigieburn Primary School,Craigieburn South Primary School,Willmott Park Primary School,Craigieburn Secondary College,Mount Ridley P-12 College,Our Lady's School,Mother Teresa School,Hume Anglican Grammar,Aitken Creek Primary School,Willmott Park Primary School-Willmott Park Deaf Facility,Newbury Primary School,Collingwood English Language School-Craigieburn Campus,,,,,,,,,,,
BONBEACH,Bonbeach Primary School,,,,,,,,,,,,,,,,,,,,,,
SPRINGVALE,Heatherhill Primary School,Springvale Park Special Developmental School,Springvale Rise Primary School (interim name),Springvale Rise Primary School (interim name)-Springvale Road Campus,Spring Parks Primary School,St Joseph's School,Killester College,Minaret College,Noble Park English Language School-Springvale Campus,,,,,,,,,,,,,,
NUNAWADING,Mount Pleasant Road Nunawading Primary School,Nunawading Christian College - Primary,Nunawading Christian College - Secondary,,,,,,,,,,,,,,,,,,,,
GLENROY,Glenroy West Primary School,Glenroy Specialist School,Belle Vue Park Primary School,Glenroy Secondary College,Corpus Christi School,Penola Catholic College - Glenroy Campus,Glenroy Central Primary School,Glenroy Private,Ilim College - Glenroy Campus,,,,,,,,,,,,,,
AVONDALE HEIGHTS,Avondale Primary School,St Martin de Porres School,,,,,,,,,,,,,,,,,,,,,
DONCASTER EAST,Beverley Hills Primary School,Donburn Primary School,Milgate Primary School,Doncaster Gardens Primary School,East Doncaster Secondary College,Ss Peter & Paul's School,,,,,,,,,,,,,,,,,
HEATHMONT,Heathmont East Primary School,Marlborough Primary School,Great Ryrie Primary School,Heathmont College,,,,,,,,,,,,,,,,,,,
KINGSBURY,Kingsbury Primary School,Our Lady of the Way School,,,,,,,,,,,,,,,,,,,,,
ARDEER,Ardeer Primary School,Sunshine College-Ardeer Campus,Mother of God School,Sunshine College-Sunshine Western Region Deaf Facility,,,,,,,,,,,,,,,,,,,
TULLAMARINE,Tullamarine Primary School,,,,,,,,,,,,,,,,,,,,,,
PARK ORCHARDS,Park Orchards Primary School,St Anne's School,,,,,,,,,,,,,,,,,,,,,
BELL POST HILL,Rollins Primary School,Covenant College,Kardinia International College,,,,,,,,,,,,,,,,,,,,
BATESFORD,Rollins Primary School-Batesford Campus,,,,,,,,,,,,,,,,,,,,,,
DONVALE,Heatherwood School,Donvale Primary School,Whitefriars College Inc,Our Lady of the Pines School,Carey Baptist Grammar School - Donvale Campus,Donvale Christian College,Heatherwood School-State Vision Resource Centre,,,,,,,,,,,,,,,,
KEILOR EAST,Keilor Heights Primary School,Essendon East Keilor District College,St Peter's School,Penleigh & Essendon Grammar School,,,,,,,,,,,,,,,,,,,
FOREST HILL,Parkmore Primary School,,,,,,,,,,,,,,,,,,,,,,
RINGWOOD,Mullum Primary School,Kalinda Primary School,Norwood Secondary College,Ringwood Secondary College,Our Lady of Perpetual Help School,Aquinas College,St Mary’s College for the Deaf – Ringwood Campus,Yarra Valley Grammar,,,,,,,,,,,,,,,
VIEWBANK,Viewbank Primary School,,,,,,,,,,,,,,,,,,,,,,
SIMPSON,Simpson Primary School,,,,,,,,,,,,,,,,,,,,,,
INVERGORDON,Invergordon Primary School,,,,,,,,,,,,,,,,,,,,,,
GLEN WAVERLEY,Mount View Primary School,Glenallen School,Highvale Primary School,Glendal Primary School,Camelot Rise Primary School,Glen Waverley Primary School,Glen Waverley South Primary School,Brentwood Secondary College,Highvale Secondary College,Glen Waverley Secondary College,St Leonard's School,St Christopher's School,Wesley College - Glen Waverley Campus,Cheshire School,Mount View Primary School-Mount View Deaf Facility,,,,,,,,
HAMPTON EAST,Berendale School,Berendale School-SMR Secondary Teaching Unit,,,,,,,,,,,,,,,,,,,,,
ALTONA NORTH,Altona North Primary School,Emmanuel College,St Leo the Great School,Bayside P-12 College-Altona North Campus,Newport Gardens Primary School Eastona Park Campus,,,,,,,,,,,,,,,,,,
MOOROOLBARK,Pembroke Primary School,Manchester Primary School,Bimbadeen Heights Primary School,Mooroolbark East Primary School,Rolling Hills Primary School,Mooroolbark College,St Peter Julian Eymard,Billanook College,Yarralinda School,Yarra Hills Secondary College,,,,,,,,,,,,,
FRANKSTON NORTH,Mahogany Rise Primary School,Aldercourt Primary School,Monterey Secondary College,Mahogany Rise Primary School-Mahogany Rise Student Development Centre,,,,,,,,,,,,,,,,,,,
COOLAROO,Coolaroo South Primary School,St Mary's Coptic Orthodox College,,,,,,,,,,,,,,,,,,,,,
CHURCHILL,Churchill Primary School,Churchill North Primary School,Kurnai College - Churchill Campus,Lumen Christi School,Kurnai College - KYPP Campus (Kurnai Young Parents Program Campus),,,,,,,,,,,,,,,,,,
TEMPLESTOWE LOWER,Templestowe Valley Primary School,Templestowe College,St Kevin's School,Templestowe Heights Primary School,Bulleen Heights School-Manningham Road Campus,,,,,,,,,,,,,,,,,,
WATSONIA NORTH,Watsonia North Primary School,,,,,,,,,,,,,,,,,,,,,,
KNOXFIELD,Knox Park Primary School,Carrington Primary School,Fairhills High School,,,,,,,,,,,,,,,,,,,,
FRANKSTON SOUTH,Derinya Primary School,Mount Erin Secondary College,Woodleigh School - Minimbah Campus,,,,,,,,,,,,,,,,,,,,
ROWVILLE,Rowville Primary School,Park Ridge Primary School,Karoo Primary School,Heany Park Primary School,Rowville Secondary College,Rowville Secondary College-Eastern Campus,St Simon's School,,,,,,,,,,,,,,,,
HOPPERS CROSSING,Mossfiel Primary School,Woodville Primary School,Warringa Park School,Bellbridge Primary School,Cambridge Primary School,Baden Powell P-9 College,Hoppers Crossing Secondary College,The Grange P-12 College,St Peter Apostle School,St James the Apostle School,Al-Taqwa College,Warringa Park School-Bethany Road Campus,Al-Taqwa College - Olive Branch Annexe,,,,,,,,,,
GLADSTONE PARK,Gladstone Park Primary School,Gladstone Views Primary School,Gladstone Park Secondary College,School of the Good Shepherd,,,,,,,,,,,,,,,,,,,
VERMONT SOUTH,Vermont South Special School,Livingstone Primary School,Weeden Heights Primary School,Emmaus College,Holy Saviour Parish School,,,,,,,,,,,,,,,,,,
DEER PARK,Deer Park West Primary School,Deer Park North Primary School,Victoria University Secondary College-Deer Park Campus,St Peter Chanel School,SEDA College (Victoria) - Building and Construction -  Deer Park,,,,,,,,,,,,,,,,,,
CAMPBELLFIELD,Campbellfield Heights Primary School,,,,,,,,,,,,,,,,,,,,,,
WHEELERS HILL,Brandon Park Primary School,Wheelers Hill Primary School,Waverley Meadows Primary School,Monash Special Developmental School,Jells Park Primary School,Wheelers Hill Secondary College,Good Shepherd School,St Justin's School,Caulfield Grammar School - Wheelers Hill Campus,Croydon Community School-Capacity Building,,,,,,,,,,,,,
RICHMOND,Richmond West Primary School,Richmond Primary School,Yarra Primary School,Lynall Hall Community School,Melbourne Girls College,St Kevin's College - Waterford,Lynall Hall Community School-Richmond Campus,Melbourne Indigenous Transition School,,,,,,,,,,,,,,,
SUNSHINE WEST,Ardeer South Primary School,Sunshine College-West Sunshine Campus,St Paul's School,Marian College,St Peter's School,Sirius College - Ibrahim Dellal Campus,,,,,,,,,,,,,,,,,
FALLS CREEK,Falls Creek Primary School,,,,,,,,,,,,,,,,,,,,,,
DANDENONG NORTH,Rosewood Downs Primary School,Lyndale Greens Primary School,Lyndale Secondary College,St Gerard's School,St Elizabeth's School,Emerson School-Emerson Middle campus,,,,,,,,,,,,,,,,,
ASHWOOD,Ashwood School,Parkhill Primary School,Ashwood High School,Frank Dando Sports Academy,Berengarra School - Café Education,,,,,,,,,,,,,,,,,,
BULLEEN,Bulleen Heights School,Marcellin College,St Clement of Rome School,,,,,,,,,,,,,,,,,,,,
NOBLE PARK NORTH,Silverton Primary School,Nazareth College,Oakwood School-Noble Park Campus,,,,,,,,,,,,,,,,,,,,
WHITTINGTON,Whittington Primary School,MacKillop Specialist School,,,,,,,,,,,,,,,,,,,,,
COLDSTREAM,Coldstream Primary School,,,,,,,,,,,,,,,,,,,,,,
TEMPLESTOWE,Templestowe Park Primary School,Serpell Primary School,St Charles Borromeo School,,,,,,,,,,,,,,,,,,,,
ENDEAVOUR HILLS,James Cook Primary School,Mossgiel Park Primary School,Chalcot Lodge Primary School,Southern Cross Primary School,Thomas Mitchell Primary School,Gleneagles Secondary College,St Paul Apostle South School,St Paul Apostle North School,Maranatha Christian School,,,,,,,,,,,,,,
KINGS PARK,Movelle Primary School,Copperfield College-Kings Park Junior Campus,Resurrection School,,,,,,,,,,,,,,,,,,,,
WEST WODONGA,Melrose Primary School,Belvoir Wodonga Special Developmental School,Wodonga Middle Years College-Felltimber Campus,Victory Lutheran College,,,,,,,,,,,,,,,,,,,
COBRAM,Cobram and District Specialist School,Cobram Primary School,Cobram Secondary College,St Joseph's School,Cobram Anglican Grammar School,,,,,,,,,,,,,,,,,,
WYNDHAM VALE,Iramoo Primary School,Manor Lakes P-12 College,Our Lady of the Southern Cross,Manor Lakes P-12 College Special Campus,Wyndham Vale Primary School,,,,,,,,,,,,,,,,,,
ALTONA MEADOWS,Altona Meadows Primary School,Altona Green Primary School,Queen of Peace Primary School,,,,,,,,,,,,,,,,,,,,
THE PATCH,The Patch Primary School,,,,,,,,,,,,,,,,,,,,,,
ALBANVALE,Albanvale Primary School,,,,,,,,,,,,,,,,,,,,,,
MEADOW HEIGHTS,Bethal Primary School,Meadow Heights Primary School,,,,,,,,,,,,,,,,,,,,,
PATTERSON LAKES,Patterson Lakes Primary School,,,,,,,,,,,,,,,,,,,,,,
CHIRNSIDE PARK,Chirnside Park Primary School,Oxley Christian College,,,,,,,,,,,,,,,,,,,,,
CORINELLA,Bass Valley Primary School,,,,,,,,,,,,,,,,,,,,,,
DELACOMBE,Delacombe Primary School,Lumen Christi School,Yuille Park P-8 Community College-Young Parents Campus,Ballarat Secondary College Young Parents Campus,,,,,,,,,,,,,,,,,,,
MELTON WEST,Wedge Park Primary School,Catholic Regional College Melton,St Catherine of Siena School,Arnolds Creek Primary School,,,,,,,,,,,,,,,,,,,
CROYDON SOUTH,Croydon Special Developmental School,,,,,,,,,,,,,,,,,,,,,,
LOCH SPORT,Loch Sport Primary School,,,,,,,,,,,,,,,,,,,,,,
CROYDON HILLS,Croydon Hills Primary School,Good Shepherd Lutheran Primary School,,,,,,,,,,,,,,,,,,,,,
TAYLORS LAKES,Taylors Lakes Primary School,Taylors Lakes Secondary College,Overnewton Anglican Community College - Taylors Lakes Campus,,,,,,,,,,,,,,,,,,,,
CLIFTON SPRINGS,Clifton Springs Primary School,,,,,,,,,,,,,,,,,,,,,,
NIDDRIE,Western Autistic School-Niddrie Campus,Niddrie Primary School,Rosehill Secondary College,Essendon East Keilor District College-Niddrie Campus,St John Bosco's School,,,,,,,,,,,,,,,,,,
ASPENDALE GARDENS,Aspendale Gardens Primary School,,,,,,,,,,,,,,,,,,,,,,
TARNEIT,Baden Powell P-9 College-Tarneit Campus,Thomas Carr College,Good News Lutheran College,Islamic College Of Melbourne,St Francis of Assisi Catholic Primary School,Tarneit Senior College,Tarneit P-9 College,St John the Apostle Catholic Primary School,,,,,,,,,,,,,,,
KEILOR DOWNS,Monmia Primary School,Keilor Views Primary School,Keilor Downs Secondary College,St Mary MacKillop Primary School,,,,,,,,,,,,,,,,,,,
SEABROOK,Seabrook Primary School,,,,,,,,,,,,,,,,,,,,,,
VIOLET TOWN,Peranbin Primary College,,,,,,,,,,,,,,,,,,,,,,
SWANPOOL,Peranbin Primary College-Swanpool Campus,,,,,,,,,,,,,,,,,,,,,,
STRATHBOGIE,Peranbin Primary College-Strathbogie Campus,,,,,,,,,,,,,,,,,,,,,,
BADDAGINNIE,Peranbin Primary College-Baddaginnie Campus,,,,,,,,,,,,,,,,,,,,,,
PAKENHAM,Pakenham Hills Primary School,Pakenham Lakeside Primary School,Pakenham Springs Primary School,Pakenham Consolidated School,Pakenham Secondary College,St Patrick's School,Beaconhills College,Lakeside College,Community College Gippsland Ltd - ECG College Pakenham,John Henry Primary School,,,,,,,,,,,,,
CRANBOURNE NORTH,Courtenay Gardens Primary School,Alkira Secondary College,Tulliallan Primary School,,,,,,,,,,,,,,,,,,,,
DERRINALLUM,Derrinallum P-12 College,,,,,,,,,,,,,,,,,,,,,,
MORTLAKE,Mortlake P-12 College,St Colman's School,,,,,,,,,,,,,,,,,,,,,
BRANXHOLME,Branxholme-Wallacedale Community School,,,,,,,,,,,,,,,,,,,,,,
MOUNT DUNEED,Mount Duneed Regional Primary School,,,,,,,,,,,,,,,,,,,,,,
GRASSMERE,Grasmere Primary School,,,,,,,,,,,,,,,,,,,,,,
NARRAWONG,Narrawong District Primary School,,,,,,,,,,,,,,,,,,,,,,
BALLARAT EAST,Canadian Lead Primary School,Ballarat Secondary College - Woodmans Hill Campus,St Alipius' Parish School,St Francis Xavier School,,,,,,,,,,,,,,,,,,,
BROWN HILL,Caledonian Primary School,,,,,,,,,,,,,,,,,,,,,,
TEMPY,Tempy Primary School,,,,,,,,,,,,,,,,,,,,,,
RAWSON,Rawson Primary School,,,,,,,,,,,,,,,,,,,,,,
BUNDALAGUAH,Bundalaguah Primary School,,,,,,,,,,,,,,,,,,,,,,
LARDNER,Lardner and District Primary School,,,,,,,,,,,,,,,,,,,,,,
NAYOOK,Neerim District Rural Primary School,Rubicon Outdoor Centre-Nayook Camp,,,,,,,,,,,,,,,,,,,,,
NAMBROK,Nambrok Denison Primary School,,,,,,,,,,,,,,,,,,,,,,
WELSHPOOL,Welshpool and District Primary School,,,,,,,,,,,,,,,,,,,,,,
WHITFIELD,Whitfield District Primary School,,,,,,,,,,,,,,,,,,,,,,
GRETA SOUTH,Greta Valley Primary School,Outdoor School-Fifteen Mile Creek Camp,,,,,,,,,,,,,,,,,,,,,
EVERTON,Everton Primary School,,,,,,,,,,,,,,,,,,,,,,
WAAIA,Waaia Yalca South Primary School,,,,,,,,,,,,,,,,,,,,,,
NANGILOC,Nangiloc Colignan and District Primary School,,,,,,,,,,,,,,,,,,,,,,
SEA LAKE,Tyrrell College,St Mary's School,,,,,,,,,,,,,,,,,,,,,
HARCOURT,Harcourt Valley Primary School,,,,,,,,,,,,,,,,,,,,,,
BEVERFORD,Beverford District Primary School,,,,,,,,,,,,,,,,,,,,,,
TOOLERN VALE,Toolern Vale and District Primary School,,,,,,,,,,,,,,,,,,,,,,
BOX HILL SOUTH,Roberts McCubbin Primary School,,,,,,,,,,,,,,,,,,,,,,
MEENIYAN,Tarwin Valley Primary School,,,,,,,,,,,,,,,,,,,,,,
BAYLES,Bayles Regional Primary School,,,,,,,,,,,,,,,,,,,,,,
DALYSTON,Powlett River Primary School,,,,,,,,,,,,,,,,,,,,,,
OAKLEIGH EAST,Amsleigh Park Primary School,Christ Our Holy Redeemer School,,,,,,,,,,,,,,,,,,,,,
EDENHOPE,Edenhope College,St Malachy's School,,,,,,,,,,,,,,,,,,,,,
MURRAYVILLE,Murrayville Community College,,,,,,,,,,,,,,,,,,,,,,
HAWKESDALE,Hawkesdale P12 College,,,,,,,,,,,,,,,,,,,,,,
YALLAMBIE,Streeton Primary School,,,,,,,,,,,,,,,,,,,,,,
WOORINEN SOUTH,Woorinen District Primary School,,,,,,,,,,,,,,,,,,,,,,
SMYTHESDALE,Woady Yaloak Primary School,,,,,,,,,,,,,,,,,,,,,,
SNAKE VALLEY,Woady Yaloak Primary School-Snake Valley Campus,,,,,,,,,,,,,,,,,,,,,,
SCARSDALE,Woady Yaloak Primary School-Scarsdale Campus,,,,,,,,,,,,,,,,,,,,,,
ROSS CREEK,Woady Yaloak Primary School-Ross Creek Campus,,,,,,,,,,,,,,,,,,,,,,
MILLGROVE,Millwarra Primary School,Melbourne High School-Millgrove Outdoor Education Centre,,,,,,,,,,,,,,,,,,,,,
EAST WARBURTON,Millwarra Primary School-Warburton East Campus,,,,,,,,,,,,,,,,,,,,,,
GORMANDALE,Gormandale And District Primary School,,,,,,,,,,,,,,,,,,,,,,
ROXBURGH PARK,Roxburgh Homestead Primary School,Roxburgh Park Primary School,Roxburgh Rise Primary School,Roxburgh College,Good Samaritan Catholic Primary School,,,,,,,,,,,,,,,,,,
NEWCOMB,Newcomb Park Primary School,Newcomb Secondary College,Christ the King School,,,,,,,,,,,,,,,,,,,,
NYAH WEST,Nyah District Primary School,,,,,,,,,,,,,,,,,,,,,,
NARRE WARREN SOUTH,Strathaird Primary School,Hillsmeade Primary School,Narre Warren South P-12 College,Heritage College,Waverley Christian College - Narre Warren South Campus,,,,,,,,,,,,,,,,,,
CRANBOURNE EAST,Marnebek School Cranbourne,Casey Grammar School,Cranbourne East Primary School,Cranbourne East Secondary College,St Peter's College - Cranbourne East Campus,Marnebek School Cranbourne-Cranbourne East Campus,St Thomas the Apostle Catholic Primary School,,,,,,,,,,,,,,,,
CAROLINE SPRINGS,Brookside P-9 College,Creekside K-9 College,Springside P-9 College,Christ the Priest Catholic Primary School,Catholic Regional College Caroline Springs,St George Preca School,Lakeview Senior College,Southern Cross Grammar,Australian International Academy of Education - Caroline Springs Campus,,,,,,,,,,,,,,
LYNBROOK,Lynbrook Primary School,St Francis De Sales Catholic Primary School,,,,,,,,,,,,,,,,,,,,,
TAYLORS HILL,Taylors Hill Primary School,Gilson College,,,,,,,,,,,,,,,,,,,,,
DERRIMUT,Derrimut Primary School,St Lawrence Catholic Primary School,,,,,,,,,,,,,,,,,,,,,
KEYSBOROUGH,Chandler Park Primary School,Chandler Park Primary School Maralinga Campus,Keysborough Secondary College-Acacia Campus,Resurrection School,Haileybury,Lighthouse Christian College,Sirius College - Keysborough Campus,Mt Hira College,Haileybury Girls College,SEDA College (Victoria) - Netball  - Keysborough,,,,,,,,,,,,,
SPRINGVALE SOUTH,Keysborough Primary School,Athol Road Primary School,Spring Parks Primary School-Valley Campus,Keysborough Secondary College,Hoa Nghiem Primary School,,,,,,,,,,,,,,,,,,
ALVIE,Alvie Consolidated School,,,,,,,,,,,,,,,,,,,,,,
APOLLO BAY,Apollo Bay P-12 College,,,,,,,,,,,,,,,,,,,,,,
BOISDALE,Boisdale Consolidated School,,,,,,,,,,,,,,,,,,,,,,
COHUNA,Cohuna Consolidated School,Cohuna Secondary College,St Mary's School,,,,,,,,,,,,,,,,,,,,
DUNKELD,Dunkeld Consolidated School,Dunkeld Consolidated School Glenthompson Primary School,Brauer Secondary College-Dunkeld Annexe,,,,,,,,,,,,,,,,,,,,
DINGEE,East Loddon P-12 College,,,,,,,,,,,,,,,,,,,,,,
FOSTER,Foster Primary School,Foster Secondary College,,,,,,,,,,,,,,,,,,,,,
GOROKE,Goroke P-12 College,,,,,,,,,,,,,,,,,,,,,,
HEYWOOD,Heywood Consolidated School,Heywood District Secondary College,,,,,,,,,,,,,,,,,,,,,
TANGAMBALANGA,Kiewa Valley Primary School,,,,,,,,,,,,,,,,,,,,,,
LAVERS HILL,Lavers Hill P-12 College,,,,,,,,,,,,,,,,,,,,,,
LOCKINGTON,Lockington Consolidated School,,,,,,,,,,,,,,,,,,,,,,
MANANGATANG,Manangatang P-12 College,,,,,,,,,,,,,,,,,,,,,,
TERANG,Terang College,Terang College-P-4 Campus,St Thomas' School,Hampden Specialist School-Terang Campus,,,,,,,,,,,,,,,,,,,
MERINO,Merino Consolidated School,,,,,,,,,,,,,,,,,,,,,,
RUSHWORTH,Rushworth P-12 College,St Mary's School,,,,,,,,,,,,,,,,,,,,,
MACLEOD,Macleod College,,,,,,,,,,,,,,,,,,,,,,
POOWONG,Poowong Consolidated School,,,,,,,,,,,,,,,,,,,,,,
PORT FAIRY,Port Fairy Consolidated School,St Patrick's School,,,,,,,,,,,,,,,,,,,,,
RED HILL,Red Hill Consolidated School,,,,,,,,,,,,,,,,,,,,,,
TONGALA,Tongala Primary School,St Patrick's School,,,,,,,,,,,,,,,,,,,,,
WERRIMULL,Werrimull P-12 School,,,,,,,,,,,,,,,,,,,,,,
CAMPERDOWN,Camperdown College,Camperdown College-Brooke Street,Mercy Regional College,St Patrick's School,,,,,,,,,,,,,,,,,,,
TIMBOON,Timboon P-12 School,,,,,,,,,,,,,,,,,,,,,,
WEDDERBURN,Wedderburn College,,,,,,,,,,,,,,,,,,,,,,
MONT ALBERT NORTH,Box Hill Senior Secondary College,Koonung Secondary College,,,,,,,,,,,,,,,,,,,,,
SOUTHBANK,Victorian College Of The Arts Secondary School,,,,,,,,,,,,,,,,,,,,,,
BOX HILL,Box Hill High School,St Francis Xavier's School,Our Lady of Sion College,Kingswood College,SEDA College (Victoria) - Cricket Australia - Box Hill,,,,,,,,,,,,,,,,,,
NORTH GEELONG,North Geelong Secondary College,,,,,,,,,,,,,,,,,,,,,,
KYABRAM,Kyabram P-12 College,St Augustine's College,Kyabram P-12 College-Haslem Campus,,,,,,,,,,,,,,,,,,,,
MARIBYRNONG,Maribyrnong Secondary College,St Margaret's Primary School,Parkville College-Maribyrnong Secure Welfare Campus,,,,,,,,,,,,,,,,,,,,
GEELONG,Matthew Flinders Girls Secondary College,St Mary's School,The Geelong College Preparatory School,St John's Lutheran School Geelong,Newcomb Secondary College-Victorian Sailing Water Safety School,SEDA College (Victoria) - AFL-  Geelong,SEDA College (Victoria) - Multi Geelong,SEDA College (Victoria) - Multi Geelong,,,,,,,,,,,,,,,
MCKINNON,Mckinnon Secondary College,,,,,,,,,,,,,,,,,,,,,,
OUYEN,Ouyen P-12 College,,,,,,,,,,,,,,,,,,,,,,
PRINCES HILL,Princes Hill Secondary College,,,,,,,,,,,,,,,,,,,,,,
BRUNSWICK,Sydney Road Community School,Brunswick Secondary College,Brunswick Secondary College-Brunswick English Language Centre,,,,,,,,,,,,,,,,,,,,
PARKVILLE,University High School,Parkville College-Parkville Campus,Royal Childrens Hospital Education Institute,Travancore School-Parkville Campus,,,,,,,,,,,,,,,,,,,
CAULFIELD EAST,Glen Eira College,Glen Eira College-Glen Eira English Language Centre,,,,,,,,,,,,,,,,,,,,,
CHARLTON,Charlton College,St Joseph's School,Charlton College Charlton College (Cluster),,,,,,,,,,,,,,,,,,,,
WYCHEPROOF,Wycheproof P-12 College,,,,,,,,,,,,,,,,,,,,,,
BIRCHIP,Birchip P-12 School,,,,,,,,,,,,,,,,,,,,,,
NHILL,Nhill College,St Patrick's School,Nhill Lutheran School,,,,,,,,,,,,,,,,,,,,
KANIVA,Kaniva College,,,,,,,,,,,,,,,,,,,,,,
CORRYONG,Corryong College,Sacred Heart School,Sacred Heart School: Lacey Learning Centre,,,,,,,,,,,,,,,,,,,,
LAVERTON,Laverton P-12 College,St Martin de Porres School,Laverton P-12 College Laverton Plains Primary School,Laverton P-12 College Laverton Primary School,Western Autistic School,Jennings Street School,,,,,,,,,,,,,,,,,
BALMORAL,Balmoral K-12 Community College,,,,,,,,,,,,,,,,,,,,,,
YARRAWONGA,Yarrawonga College P-12,Yarrawonga College P-12-Tom Street Campus,Sacred Heart School,Sacred Heart College,Sacred Heart School - Senior School,Sacred Heart College - Senior Campus,Yarrawonga College P-12-Gilmore Street Campus,,,,,,,,,,,,,,,,
MERBEIN,Merbein P-10 College,Our Lady of the Sacred Heart School,,,,,,,,,,,,,,,,,,,,,
MACLEOD WEST,Charles La Trobe P-12 College,Charles La Trobe P-12 College-Deaf Facility,,,,,,,,,,,,,,,,,,,,,
HEIDELBERG WEST,Charles La Trobe P-12 College-Olympic Village Primary Campus,St Pius X School,,,,,,,,,,,,,,,,,,,,,
SWIFTS CREEK,Swifts Creek P-12 School,Swifts Creek P-12 School-Flagstaff Campus,,,,,,,,,,,,,,,,,,,,,
WEST MELBOURNE,Simonds Catholic College,Haileybury College - City Campus,Haileybury Girls College - City Campus,,,,,,,,,,,,,,,,,,,,
BALACLAVA,Christian Brothers' College - Balaclava Campus,,,,,,,,,,,,,,,,,,,,,,
JUNORTOUN,Catholic College Bendigo - La Valla Campus,,,,,,,,,,,,,,,,,,,,,,
MARYBOROUGH,St Augustine's School,Highview Christian Community College,Maryborough Education Centre,Maryborough Education Centre-Beckworth Campus,,,,,,,,,,,,,,,,,,,
REDAN,St Aloysius' School,,,,,,,,,,,,,,,,,,,,,,
DUNNSTOWN,St Brendan's Primary School,,,,,,,,,,,,,,,,,,,,,,
SHEPPARTON NORTH,Notre Dame College - Emmaus Campus,St Luke's Catholic Primary School,,,,,,,,,,,,,,,,,,,,,
ECHUCA WEST,St Mary's School,,,,,,,,,,,,,,,,,,,,,,
BALLARAT NORTH,St Columba's School,,,,,,,,,,,,,,,,,,,,,,
BRUNSWICK NORTH,St Margaret Mary's School,,,,,,,,,,,,,,,,,,,,,,
CORAGULAC,St Brendan's School,,,,,,,,,,,,,,,,,,,,,,
DENNINGTON,St John's School,,,,,,,,,,,,,,,,,,,,,,
CAULFIELD,St Aloysius' School,Shelford Girls' Grammar,,,,,,,,,,,,,,,,,,,,,
PRAHRAN EAST,Our Lady of Lourdes School,,,,,,,,,,,,,,,,,,,,,,
DEEPDENE,Our Lady of Good Counsel School,,,,,,,,,,,,,,,,,,,,,,
MORELAND,St Fidelis' School,,,,,,,,,,,,,,,,,,,,,,
ELSTERNWICK,St Joseph's School,Wesley College - Elsternwick Campus,Caulfield Grammar School,Adass Israel School,Adass Israel School - Orrong Road Campus,Sholem Aleichem College,Divrei Emineh,Adass Israel School - Glen Eira Road Campus,,,,,,,,,,,,,,,
PRESTON WEST,St Raphael's School,,,,,,,,,,,,,,,,,,,,,,
KINGSVILLE,Corpus Christi School,,,,,,,,,,,,,,,,,,,,,,
CLARKES HILL,St Mary's School,,,,,,,,,,,,,,,,,,,,,,
CHADSTONE,Salesian College,St Mary Magdalen's School,Berengarra School - Pathways Campus,,,,,,,,,,,,,,,,,,,,
HIGHETT,St Agnes' School,,,,,,,,,,,,,,,,,,,,,,
NORLANE,St Thomas Aquinas School,Northern Bay P-12 College-Peacock Avenue P-8 Campus,Northern Bay P-12 College-Tallis Street P-8 Campus,,,,,,,,,,,,,,,,,,,,
HERNE HILL,Clonard College,St Joseph's College Geelong - Westcourt Campus,,,,,,,,,,,,,,,,,,,,,
ABERFELDIE,Our Lady of the Nativity School,Ave Maria College,,,,,,,,,,,,,,,,,,,,,
ROBINVALE,St Mary's School,Robinvale College,,,,,,,,,,,,,,,,,,,,,
