BALAKLAVA,Balaklava Primary School,Balaklava High School,Horizon Christian School,,,,,,,,,,,,,,
WILLIAMSTOWN,Williamstown Primary School,,,,,,,,,,,,,,,,
WILMINGTON,Wilmington Primary School,,,,,,,,,,,,,,,,
WIRRABARA,Wirrabara Primary School,,,,,,,,,,,,,,,,
WOODSIDE,Woodside Primary School,,,,,,,,,,,,,,,,
WOODVILLE SOUTH,Woodville Primary School,,,,,,,,,,,,,,,,
YAHL,Yahl Primary School,,,,,,,,,,,,,,,,
BARMERA,Barmera Primary School,St Joseph's School,,,,,,,,,,,,,,,
ANDAMOOKA,Andamooka Primary School,,,,,,,,,,,,,,,,
BASKET RANGE,Basket Range Primary School,,,,,,,,,,,,,,,,
BEACHPORT,Beachport Primary School,,,,,,,,,,,,,,,,
BELAIR,Belair Primary School,St John's Grammar School - Sheoak Road Campus,St John's Grammar School,,,,,,,,,,,,,,
BERRI,Berri Primary School,Riverland Special School,Our Lady of the River School,Glossop High School - Senior Campus,,,,,,,,,,,,,
WYNN VALE,Wynn Vale R-7 School,Keithcot Farm Primary School,St Francis Xavier's Regional Catholic School,Golden Grove Lutheran Primary School,King's Baptist Grammar School,,,,,,,,,,,,
ABERFOYLE PARK,Aberfoyle Hub R-7 School,Thiele Primary School,Aberfoyle Park High School,School of the Nativity,Our Saviour Lutheran School,Pilgrim School,Meridian School - Aberfoyle Campus,,,,,,,,,,
PARAFIELD GARDENS,Parafield Gardens R-7 School,Karrendi Primary School,Parafield Gardens High School,The Pines School,Holy Family Catholic School,Garden College,,,,,,,,,,,
BIRDWOOD,Birdwood Primary School,Birdwood High School,,,,,,,,,,,,,,,
BLACK FOREST,Black Forest Primary School,,,,,,,,,,,,,,,,
WANGARY,Lake Wangary Primary School,,,,,,,,,,,,,,,,
BLANCHETOWN,Blanchetown Primary School,,,,,,,,,,,,,,,,
PARA HILLS WEST,Para Hills High School,Para Hills West Primary School,,,,,,,,,,,,,,,
BLYTH,Blyth Primary School,,,,,,,,,,,,,,,,
NANGWARRY,Nangwarry Primary School,,,,,,,,,,,,,,,,
PADTHAWAY,Padthaway Primary School,,,,,,,,,,,,,,,,
HOPE VALLEY,Highbury Primary School,Modbury South Primary School,Modbury Special School,Torrens Valley Christian School,,,,,,,,,,,,,
BOOBOROWIE,Booborowie Primary School,,,,,,,,,,,,,,,,
MILLICENT,Millicent North Primary School,Millicent High School,Newbery Park Primary School,St Anthony's Catholic Primary School,,,,,,,,,,,,,
SALISBURY EAST,Keller Road Primary School,Madison Park School,Salisbury East High School,Tyndale Christian School,,,,,,,,,,,,,
BRIDGEWATER,Bridgewater Primary School,St Paul's Catholic School,Northern Christian School,JRLF - Senior School,JRLF - East Derwent Primary School,,,,,,,,,,,,
BRIGHTON,Brighton Primary School,St Teresa's School,Brighton Primary School,,,,,,,,,,,,,,
HALLETT COVE,Hallett Cove School,Hallett Cove East Primary School,Hallett Cove South Primary School,,,,,,,,,,,,,,
SEAFORD,Seaford Secondary College,Moana Primary School,All Saints Catholic Primary School,,,,,,,,,,,,,,
RENOWN PARK,Brompton Primary School,,,,,,,,,,,,,,,,
LINDEN PARK,Linden Park Primary School,,,,,,,,,,,,,,,,
RAPID BAY,Rapid Bay Primary School,,,,,,,,,,,,,,,,
CADELL,Cadell Primary School,,,,,,,,,,,,,,,,
SOUTH PLYMPTON,Forbes Primary School,Emmaus Christian College,,,,,,,,,,,,,,,
ENFIELD,Enfield Primary School,Our Lady of the Sacred Heart College,St Gabriel's School,Roma Mitchell Secondary College - Grand Junction Co-Ed Campus,,,,,,,,,,,,,
SALISBURY NORTH,Salisbury North R-7 School,Salisbury High School,Lake Windemere B-7 School,Bowden Brompton Community School - Little Para Campus,,,,,,,,,,,,,
HILLCREST,Hillcrest Primary School,Windsor Gardens School B-12 - Beatty Avenue Campus,,,,,,,,,,,,,,,
SEACOMBE GARDENS,Darlington Primary School,Stella Maris Parish School,,,,,,,,,,,,,,,
NORTH BRIGHTON,Paringa Park Primary School,Brighton Secondary School,,,,,,,,,,,,,,,
ROYAL PARK,Hendon Primary School,,,,,,,,,,,,,,,,
LOXTON NORTH,Loxton North Primary School,,,,,,,,,,,,,,,,
PORT AUGUSTA,Willsden Primary School,Port Augusta Secondary School,Carlton School,Augusta Park Primary School,Port Augusta Special School,Open Access College - Port Augusta School of the Air Campus,Seaview Christian College,,,,,,,,,,
ELIZABETH SOUTH,Elizabeth South Primary School,,,,,,,,,,,,,,,,
GREENACRES,Hampstead Primary School,St Martin's Catholic Primary School,,,,,,,,,,,,,,,
BURNSIDE,Burnside Primary School,,,,,,,,,,,,,,,,
BUTE,Bute Primary School,,,,,,,,,,,,,,,,
CALLINGTON,Callington Primary School,,,,,,,,,,,,,,,,
KILKENNY,Challa Gardens Primary School,,,,,,,,,,,,,,,,
CLARE,Clare Primary School,Clare High School,St Joseph's School,Vineyard Lutheran School,,,,,,,,,,,,,
CLARENDON,Clarendon Primary School,,,,,,,,,,,,,,,,
COBDOGLA,Cobdogla Primary School,,,,,,,,,,,,,,,,
COLONEL LIGHT GARDENS,Colonel Light Gardens Primary School,St Therese Primary School,,,,,,,,,,,,,,,
COOMANDOOK,Coomandook Area School,,,,,,,,,,,,,,,,
COONALPYN,Coonalpyn Primary School,,,,,,,,,,,,,,,,
ARDROSSAN,Ardrossan Area School,,,,,,,,,,,,,,,,
BORDERTOWN,Bordertown Primary School,Bordertown High School,,,,,,,,,,,,,,,
CEDUNA,Ceduna Area School,Crossways Lutheran School,,,,,,,,,,,,,,,
COWELL,Cowell Area School,,,,,,,,,,,,,,,,
KIMBA,Kimba Area School,,,,,,,,,,,,,,,,
KINGSTON SE,Kingston Community School,,,,,,,,,,,,,,,,
ORROROO,Orroroo Area School,,,,,,,,,,,,,,,,
PORT BROUGHTON,Port Broughton Area School,,,,,,,,,,,,,,,,
SNOWTOWN,Snowtown Primary School,,,,,,,,,,,,,,,,
TUMBY BAY,Tumby Bay Area School,,,,,,,,,,,,,,,,
WILLUNGA,Willunga Primary School,Willunga High School,Willunga Waldorf School,,,,,,,,,,,,,,
STREAKY BAY,Streaky Bay Area School,,,,,,,,,,,,,,,,
WOOMERA,Woomera Area School,,,,,,,,,,,,,,,,
CAMBRAI,Cambrai Primary School,,,,,,,,,,,,,,,,
LEIGH CREEK,Leigh Creek Area School,,,,,,,,,,,,,,,,
LUCINDALE,Lucindale Area School,,,,,,,,,,,,,,,,
MENINGIE,Meningie Area School,,,,,,,,,,,,,,,,
ALLENDALE EAST,Allendale East Area School,,,,,,,,,,,,,,,,
BRINKWORTH,Brinkworth Primary School,,,,,,,,,,,,,,,,
CLEVE,Cleve Area School,,,,,,,,,,,,,,,,
CUMMINS,Cummins Area School,,,,,,,,,,,,,,,,
EUDUNDA,Eudunda Area School,St John's Lutheran School,,,,,,,,,,,,,,,
KAROONDA,Karoonda Area School,,,,,,,,,,,,,,,,
KEITH,Keith Area School,,,,,,,,,,,,,,,,
KINGSCOTE,Kangaroo Island Community Education,Kangaroo Island Community Education - Kingscote Campus,,,,,,,,,,,,,,,
LAMEROO,Lameroo Regional Community School,,,,,,,,,,,,,,,,
LOXTON,Loxton Primary School,Loxton High School,St Albert's Catholic School,Loxton Lutheran School,,,,,,,,,,,,,
MAITLAND,Central Yorke School,Maitland Lutheran School,,,,,,,,,,,,,,,
OAKBANK,Oakbank Area School,The Hills Christian Community School - Secondary Campus,,,,,,,,,,,,,,,
PENOLA,Penola Primary School,Penola High School,Mary MacKillop Memorial School,,,,,,,,,,,,,,
PINNAROO,Pinnaroo Primary School,,,,,,,,,,,,,,,,
WUDINNA,Wudinna Area School,,,,,,,,,,,,,,,,
YANKALILLA,Yankalilla Area School,,,,,,,,,,,,,,,,
YORKETOWN,Yorketown Area School,St Columba's Memorial School,,,,,,,,,,,,,,,
BOOLEROO CENTRE,Booleroo Centre District School,,,,,,,,,,,,,,,,
EVANSTON,Gawler and District College B-12,St Brigid's Catholic School,,,,,,,,,,,,,,,
JAMESTOWN,Jamestown Community School,St James' School,,,,,,,,,,,,,,,
MINLATON,Minlaton District School,,,,,,,,,,,,,,,,
MAGILL,Norwood Morialta High School,Magill School,Norwood Morialta High School - Senior Campus,,,,,,,,,,,,,,
QUORN,Quorn Area School,,,,,,,,,,,,,,,,
NETHERBY,Unley High School,Urrbrae Agricultural High School,,,,,,,,,,,,,,,
ST CLAIR,Woodville High School,,,,,,,,,,,,,,,,
FINDON,Findon High School,Nazareth Catholic College - Primary Campus,,,,,,,,,,,,,,,
HENLEY BEACH,Henley High School,Fulham Gardens Primary School,Fulham North Primary School,Star of the Sea School,St Michael's College - Secondary Campus,,,,,,,,,,,,
SEMAPHORE SOUTH,Le Fevre High School,,,,,,,,,,,,,,,,
MARRYATVILLE,Marryatville High School,Loreto College,,,,,,,,,,,,,,,
MITCHELL PARK,Hamilton Secondary College,Sacred Heart College - Middle School Campus,Suneden Specialist School,,,,,,,,,,,,,,
ELIZABETH NORTH,Elizabeth North Primary School,,,,,,,,,,,,,,,,
WOODVILLE,The Grove Education Centre,,,,,,,,,,,,,,,,
RAUKKAN,Raukkan Aboriginal School,,,,,,,,,,,,,,,,
SEACOMBE HEIGHTS,Seaview High School,,,,,,,,,,,,,,,,
ELIZABETH GROVE,Elizabeth Grove Primary School,St Mary Magdalene's School,,,,,,,,,,,,,,,
KLEMZIG,Klemzig Primary School,,,,,,,,,,,,,,,,
WINDSOR GARDENS,Windsor Gardens School B-12,St Pius X School,,,,,,,,,,,,,,,
TAPEROO,Ocean View P-12 College,Adelaide West Special Education Centre,Our Lady of the Visitation School,,,,,,,,,,,,,,
LOCKLEYS,Lockleys North Primary School,St Francis School,,,,,,,,,,,,,,,
SEACLIFF,Seacliff Primary School,,,,,,,,,,,,,,,,
COOBER PEDY,Coober Pedy Area School,,,,,,,,,,,,,,,,
CHRISTIES BEACH,Christies Beach Primary School,St John the Apostle Catholic School,Bowden Brompton Community School - Beach Campus,,,,,,,,,,,,,,
ROSTREVOR,Stradbroke School,Norwood Morialta High School - Middle Campus - Morialta,,,,,,,,,,,,,,,
INGLE FARM,Ingle Farm East Primary School,Ingle Farm Primary School,North Ingle School,,,,,,,,,,,,,,
GLENUNGA,Glenunga International High School,,,,,,,,,,,,,,,,
CLOVELLY PARK,Clovelly Park Primary School,,,,,,,,,,,,,,,,
WARRADALE,Warradale Primary School,Christ the King School,,,,,,,,,,,,,,,
PARA HILLS,Para Hills School P-7,East Para Primary School,,,,,,,,,,,,,,,
ELIZABETH DOWNS,Elizabeth Downs Primary School,South Downs Primary School,,,,,,,,,,,,,,,
ELIZABETH PARK,Elizabeth Park Primary School,St Thomas More School,,,,,,,,,,,,,,,
ELIZABETH VALE,Elizabeth Vale Primary School,,,,,,,,,,,,,,,,
CLAPHAM,Clapham Primary School,,,,,,,,,,,,,,,,
KANGAROO INN,Kangaroo Inn Area School,,,,,,,,,,,,,,,,
MODBURY,Modbury High School,Modbury West School,,,,,,,,,,,,,,,
UNDERDALE,Underdale High School,,,,,,,,,,,,,,,,
VALE PARK,Vale Park Primary School,,,,,,,,,,,,,,,,
HECTORVILLE,East Torrens Primary School,St Joseph's School,,,,,,,,,,,,,,,
HAWTHORNDENE,Hawthorndene Primary School,,,,,,,,,,,,,,,,
PARADISE,Paradise Primary School,Adelaide East Education Centre,Charles Campbell College,Sunrise Christian School - Paradise Campus,,,,,,,,,,,,,
PASADENA,Pasadena High School,,,,,,,,,,,,,,,,
BLAKEVIEW,Craigmore High School,Blakeview Primary School,Trinity College Blakeview,Blakes Crossing Christian College,,,,,,,,,,,,,
DERNANCOURT,Dernancourt School R-7,,,,,,,,,,,,,,,,
BRAHMA LODGE,Brahma Lodge Primary School,,,,,,,,,,,,,,,,
SEAVIEW DOWNS,Seaview Downs Primary School,,,,,,,,,,,,,,,,
MAWSON LAKES,Mawson Lakes School,Endeavour College,,,,,,,,,,,,,,,
GILLES PLAINS,Wandana Primary School,St Paul's College,Pinnacle College - Gilles Plains Campus,,,,,,,,,,,,,,
KIDMAN PARK,Kidman Park Primary School,,,,,,,,,,,,,,,,
YALATA,Yalata Anangu School,,,,,,,,,,,,,,,,
AMATA,Amata Anangu School,,,,,,,,,,,,,,,,
KOONIBBA,Koonibba Aboriginal School,,,,,,,,,,,,,,,,
WEST BEACH,West Beach Primary School,,,,,,,,,,,,,,,,
GAWLER EAST,Gawler East Primary School,Immanuel Lutheran School,,,,,,,,,,,,,,,
OAK VALLEY,Oak Valley Aboriginal School,,,,,,,,,,,,,,,,
BANKSIA PARK,Banksia Park School R-7,Banksia Park International High School,,,,,,,,,,,,,,,
GHAN,Ernabella Anangu School,,,,,,,,,,,,,,,,
CAMPBELLTOWN,East Marden Primary School,,,,,,,,,,,,,,,,
REYNELLA,Reynella South Primary School,FAME - Flexible Accredited Meaningful Engagement - Reynella Campus,,,,,,,,,,,,,,,
PARA VISTA,Para Vista Primary School,Valley View Secondary School,Good Shepherd Lutheran School,"Prescott Primary School, Northern",,,,,,,,,,,,,
RIDGEHAVEN,Ridgehaven Primary School,,,,,,,,,,,,,,,,
SHEIDOW PARK,Woodend Primary School,Sheidow Park Primary School,St Martin de Porres School,,,,,,,,,,,,,,
O'SULLIVAN BEACH,O'Sullivan Beach Primary School,Southern Montessori School,Southern Montessori School - Karawatha Hall Campus,,,,,,,,,,,,,,
HACKHAM,Hackham East Primary School,,,,,,,,,,,,,,,,
HUNTFIELD HEIGHTS,Huntfield Heights Primary School,,,,,,,,,,,,,,,,
NOARLUNGA DOWNS,Noarlunga Downs Primary School,Cardijn College,,,,,,,,,,,,,,,
REDWOOD PARK,Redwood Park Primary School,,,,,,,,,,,,,,,,
ST AGNES,St Agnes Primary School,Ardtornish Primary School,,,,,,,,,,,,,,,
PARALOWIE,Paralowie School,Settlers Farm Campus R-7,Temple Christian College - Bethany Campus,Bethany Christian School Incorporated,,,,,,,,,,,,,
SURREY DOWNS,Surrey Downs R-7 School,,,,,,,,,,,,,,,,
FAIRVIEW PARK,Fairview Park Primary School,,,,,,,,,,,,,,,,
WIRRULLA,Miltaburra Area School,,,,,,,,,,,,,,,,
KARCULTABY,Karcultaby Area School,,,,,,,,,,,,,,,,
BELLEVUE HEIGHTS,Bellevue Heights Primary School,,,,,,,,,,,,,,,,
SALISBURY PARK,Salisbury Park Primary School,,,,,,,,,,,,,,,,
MANNUM,Mannum Community College,,,,,,,,,,,,,,,,
INDULKANA,Indulkana Anangu School,,,,,,,,,,,,,,,,
SALISBURY HEIGHTS,Salisbury Heights Primary School,,,,,,,,,,,,,,,,
SALISBURY DOWNS,Salisbury Downs Primary School,Riverdale Primary School,Thomas More College,,,,,,,,,,,,,,
FREGON,Fregon Anangu School,,,,,,,,,,,,,,,,
GULFVIEW HEIGHTS,Gulfview Heights Primary School,,,,,,,,,,,,,,,,
SEMAPHORE PARK,Westport Primary School,,,,,,,,,,,,,,,,
PORT NOARLUNGA SOUTH,Seaford K-7 Birth-Y7 Campus,,,,,,,,,,,,,,,,
GLENCOE,Glencoe Central Primary School,,,,,,,,,,,,,,,,
FLAGSTAFF HILL,Craigburn Primary School,Flagstaff Hill R-7 School,,,,,,,,,,,,,,,
WEST LAKES SHORE,West Lakes Shore School R-7,,,,,,,,,,,,,,,,
MARLESTON,Warriappendi School,,,,,,,,,,,,,,,,
NORTH HAVEN,North Haven School,,,,,,,,,,,,,,,,
BROMPTON,Bowden Brompton Community School,Immaculate Heart of Mary School,Bowden Brompton Community School - Torrens Road Campus,,,,,,,,,,,,,,
MODBURY HEIGHTS,The Heights School,,,,,,,,,,,,,,,,
BURRA,Burra Community School,,,,,,,,,,,,,,,,
CRAIGMORE,Craigmore South Primary School,Playford Primary School,Catherine McAuley School,Hope Christian College,,,,,,,,,,,,,
STIRLING NORTH,Stirling North Primary School,,,,,,,,,,,,,,,,
MUNNO PARA,Munno Para Primary School,,,,,,,,,,,,,,,,
MOONTA,Moonta Area School,,,,,,,,,,,,,,,,
PIPALYATJARA,Pipalyatjara Anangu School,,,,,,,,,,,,,,,,
MIMILI,Mimili Anangu School,,,,,,,,,,,,,,,,
KENMORE PARK,Kenmore Park Anangu School,,,,,,,,,,,,,,,,
WOODCROFT,Woodcroft Primary School,Emmaus Catholic School,,,,,,,,,,,,,,,
MINTABIE,Mintabie Area School,,,,,,,,,,,,,,,,
ROXBY DOWNS,Roxby Downs Area School,St Barbara's Parish School,,,,,,,,,,,,,,,
BURTON,Burton Primary School,,,,,,,,,,,,,,,,
SEAFORD RISE,Seaford Rise Primary School,,,,,,,,,,,,,,,,
GREENWITH,Greenwith Primary School,Our Lady of Hope School,,,,,,,,,,,,,,,
MURPUTJA,Murputja Anangu School,,,,,,,,,,,,,,,,
HEWETT,Hewett Primary School,,,,,,,,,,,,,,,,
ANDREWS FARM,St Columba College,,,,,,,,,,,,,,,,
GLENELG,St Mary's Memorial School,St Peter's Woodlands Grammar School,,,,,,,,,,,,,,,
SEMAPHORE,Dominican School,,,,,,,,,,,,,,,,
HOLDEN HILL,Kildare College,,,,,,,,,,,,,,,,
HOVE,Marymount College,,,,,,,,,,,,,,,,
SPRINGFIELD,Mercedes College,,,,,,,,,,,,,,,,
ROSEWATER,Mount Carmel College,,,,,,,,,,,,,,,,
WOODFORDE,Rostrevor College,,,,,,,,,,,,,,,,
WEST HINDMARSH,St Joseph's School,,,,,,,,,,,,,,,,
CUMBERLAND PARK,Cabra Dominican College,,,,,,,,,,,,,,,,
GAWLER BELT,Xavier College,,,,,,,,,,,,,,,,
ALBERT PARK,Our Lady Queen of Peace School,,,,,,,,,,,,,,,,
NEWTON,St Francis of Assisi School,,,,,,,,,,,,,,,,
CROYDON PARK,St Margaret Mary's School,,,,,,,,,,,,,,,,
EDWARDSTOWN,St Anthony's School,,,,,,,,,,,,,,,,
DULWICH,St Patrick's Special School,,,,,,,,,,,,,,,,
GLENGOWRIE,Our Lady of Grace School,,,,,,,,,,,,,,,,
KILBURN,St Brigid's School,Youth Education Centre - Flexicentre Campus (Kilburn),,,,,,,,,,,,,,,
MANSFIELD PARK,St Patrick's School,,,,,,,,,,,,,,,,
OTTOWAY,St Joseph's School,,,,,,,,,,,,,,,,
PAYNEHAM SOUTH,St Joseph's School,,,,,,,,,,,,,,,,
RICHMOND,Tenison Woods Catholic Primary School,St John's Catholic School,Richmond Primary School,,,,,,,,,,,,,,
ST MARYS,St Bernadette's School,Daws Road Centre,St Marys District School,,,,,,,,,,,,,,
TRANMERE,St Joseph's School,,,,,,,,,,,,,,,,
WOODVILLE PARK,Whitefriars School,,,,,,,,,,,,,,,,
OAKDEN,Heritage College,,,,,,,,,,,,,,,,
VERDUN,The Hills Christian Community School,,,,,,,,,,,,,,,,
HIGHGATE,Concordia College,Concordia College - St John's Campus,Highgate School,,,,,,,,,,,,,,
NOVAR GARDENS,Immanuel Primary School,Immanuel College,,,,,,,,,,,,,,,
ALDINGA BEACH,Southern Vales Christian College - Aldinga Campus,,,,,,,,,,,,,,,,
NORTHGATE,Cedar College,,,,,,,,,,,,,,,,
BLACKWOOD,St Peters Lutheran School,,,,,,,,,,,,,,,,
WAYVILLE,Annesley College,,,,,,,,,,,,,,,,
GLEN OSMOND,Seymour College,,,,,,,,,,,,,,,,
KENT TOWN,Prince Alfred College,,,,,,,,,,,,,,,,
ST PETERS,St Peter's College,East Adelaide School,,,,,,,,,,,,,,,
STONYFELL,St Peter's Collegiate Girls' School,,,,,,,,,,,,,,,,
TORRENS PARK,Scotch College - Torrens Park Campus,,,,,,,,,,,,,,,,
HYDE PARK,Walford Anglican School for Girls,,,,,,,,,,,,,,,,
MEDINDIE,Wilderness School,,,,,,,,,,,,,,,,
KENSINGTON PARK,Pembroke School - Middle School Campus,Pembroke School - Junior School Campus,Pembroke School - Senior School Campus,,,,,,,,,,,,,,
NEW PORT,Portside Christian College,,,,,,,,,,,,,,,,
MOUNT TORRENS,Spring Head Lutheran School,Domino Servite College,,,,,,,,,,,,,,,
BLAIR ATHOL,St Paul Lutheran School,Blair Athol North School B-7,,,,,,,,,,,,,,,
GLENELG EAST,Glenelg Primary School,,,,,,,,,,,,,,,,
PARNDANA,Kangaroo Island Community Education - Parndana Campus,,,,,,,,,,,,,,,,
GRANGE,Grange Primary School,,,,,,,,,,,,,,,,
DAVOREN PARK,Swallowcliffe School P-7,,,,,,,,,,,,,,,,
HACKHAM WEST,Hackham West R-7 School,,,,,,,,,,,,,,,,
WOODVILLE GARDENS,Woodville Gardens School B-7,,,,,,,,,,,,,,,,
REYNELLA EAST,Reynella East College,,,,,,,,,,,,,,,,
COORABIE,Coorabie Rural School - Annexe of Penong Primary School,,,,,,,,,,,,,,,,
GEPPS CROSS,Roma Mitchell Secondary College,Roma Mitchell Secondary College - Grand Junction Girls Campus,,,,,,,,,,,,,,,
FELIXSTOW,Felixstow Community School,,,,,,,,,,,,,,,,
MITCHAM,Scotch College - Mitcham Campus,,,,,,,,,,,,,,,,
ADELAIDE BC,Adelaide International School,,,,,,,,,,,,,,,,
ASHFORD,Aspect Treetop School,,,,,,,,,,,,,,,,
O'HALLORAN HILL,IQRA College,,,,,,,,,,,,,,,,
DAVERON PARK,Garden College - Elizabeth Campus,,,,,,,,,,,,,,,,
BELLERIVE,Corpus Christi Catholic School,The Cottage School,Bellerive Primary School,Clarence High School,,,,,,,,,,,,,
SANDY BAY,Fahan School,The Hutchins School,Princes Street Primary School,Waimea Heights Primary School,Mount Carmel College,Sandy Bay Infant School,,,,,,,,,,,
LATROBE,Geneva Christian College,St Patrick's Catholic School,Latrobe Primary School,Latrobe High School,,,,,,,,,,,,,
CLAREMONT,Holy Rosary Catholic School,Oakwood School,Claremont College,Windermere Primary School,Austins Ferry Primary School,,,,,,,,,,,,
LENAH VALLEY,Immaculate Heart of Mary Catholic School,Lenah Valley Primary School,,,,,,,,,,,,,,,
LAUNCESTON,John Calvin School,Scotch Oakburn College,The Launceston Preparatory School,Sacred Heart Catholic School,Scotch Oakburn College - Elphin Campus,Launceston College,,,,,,,,,,,
ST LEONARDS,Larmenier Catholic School,St Leonards Primary School,,,,,,,,,,,,,,,
MOWBRAY,Launceston Church Grammar School,Mowbray Heights Primary School,,,,,,,,,,,,,,,
CYGNET,St James Catholic College,Cygnet Primary School,,,,,,,,,,,,,,,
DEVONPORT,Our Lady of Lourdes Catholic School,Reece High School,Devonport High School,Devonport Primary School,Hillcrest Primary School,Nixon Street Primary School,St Brendan-Shaw College,Don College,,,,,,,,,
DELORAINE,Our Lady of Mercy Catholic School,Deloraine High School,Deloraine Primary School,Giant Steps Tasmania,Ashley School,,,,,,,,,,,,
ULVERSTONE,Sacred Heart Catholic School,Leighland Christian School,Ulverstone High School,East Ulverstone Primary School,Ulverstone Primary School,,,,,,,,,,,,
GEEVESTON,Sacred Heart Catholic School,Geeveston Primary School,,,,,,,,,,,,,,,
KINGSTON BEACH,St Aloysius Catholic College - Kingston Beach Campus,,,,,,,,,,,,,,,,
RIVERSIDE,St Anthony's Catholic School,Launceston Christian School,Riverside High School,Riverside Primary School,,,,,,,,,,,,,
SMITHTON,St Peter Chanel Catholic School,Circular Head Christian School,Smithton High School,Smithton Primary School,,,,,,,,,,,,,
NEW NORFOLK,St Brigid's Catholic School,New Norfolk High School,Fairview Primary School,New Norfolk Primary School,,,,,,,,,,,,,
WYNYARD,St Brigid's Catholic School,Wynyard High School,Table Cape Primary School,,,,,,,,,,,,,,
LINDISFARNE,St Cuthbert's Catholic School,Lindisfarne Primary School,,,,,,,,,,,,,,,
HOBART,St Mary's College,St Michael's Collegiate School,St Virgil's College - St Virgil's Junior School,Guilford Young College - Hobart Campus,St Michael's Collegiate School - Middle School Campus,St Michael's Collegiate School - Junior School Campus,,,,,,,,,,,
MOONAH,St Therese's Catholic School,Bowen Road Primary School,Goodwood Primary School,,,,,,,,,,,,,,
WEST MOONAH,Hilliard Christian School,Springfield Gardens Primary School,,,,,,,,,,,,,,,
GEORGE TOWN,Star of the Sea Catholic College,Port Dalrymple School,South George Town Primary School,,,,,,,,,,,,,,
BURNIE,Stella Maris Catholic School,School of Special Education North West,Marist Regional College,Hellyer College,,,,,,,,,,,,,
NORTH HOBART,The Friends' School,Campbell Street Primary School,Elizabeth College,The Friends' School - Argyle Street Campus,Lambert School,,,,,,,,,,,,
PENGUIN,North West Christian School,Penguin District School,,,,,,,,,,,,,,,
CLARENDON VALE,John Paul II Catholic School,Clarendon Vale Primary School,,,,,,,,,,,,,,,
WARRANE,Eastside Lutheran College,Warrane Primary School,,,,,,,,,,,,,,,
NEWSTEAD,St Thomas More's Catholic School,Punchbowl Primary School,Newstead Christian School,Oakwood School - Launceston Campus,Newstead College,,,,,,,,,,,,
KINGSTON,Southern Christian College,Kingston High School,Kingston Primary School,Calvin Christian School,Calvin Christian School - Secondary Campus,,,,,,,,,,,,
ROCHERLEA,Brooks High School,,,,,,,,,,,,,,,,
WHITEMARK,Flinders Island District High School,,,,,,,,,,,,,,,,
LILYDALE,Lilydale District School,,,,,,,,,,,,,,,,
RAVENSWOOD,Ravenswood Heights Primary School,Northern Support School,,,,,,,,,,,,,,,
SCOTTSDALE,Scottsdale High School,Scottsdale Primary School,,,,,,,,,,,,,,,
ROMAINE,Parklands High School,Romaine Park Primary School,,,,,,,,,,,,,,,
GLENORCHY,Cosgrove High School,Dominic College,Guilford Young College,Glenorchy Primary School,,,,,,,,,,,,,
DOVER,Dover District School,,,,,,,,,,,,,,,,
HUONVILLE,Huonville High School,Huonville Primary School,,,,,,,,,,,,,,,
ROKEBY,Bayview Secondary College,Rokeby Primary School,Emmanuel Christian School,,,,,,,,,,,,,,
BOTHWELL,Bothwell District High School,,,,,,,,,,,,,,,,
GLENORA,Glenora District School,,,,,,,,,,,,,,,,
OATLANDS,Oatlands District High School,,,,,,,,,,,,,,,,
OUSE,Ouse District School,,,,,,,,,,,,,,,,
ST HELENS,St Helens District High School,,,,,,,,,,,,,,,,
TRIABUNNA,Triabunna District School,,,,,,,,,,,,,,,,
COOEE,Burnie High School,Cooee Primary School,,,,,,,,,,,,,,,
CAMPBELL TOWN,Campbell Town District High School,,,,,,,,,,,,,,,,
CRESSY,Cressy District High School,,,,,,,,,,,,,,,,
DUNALLEY,Dunalley Primary School,,,,,,,,,,,,,,,,
EXETER,Exeter High School,Exeter Primary School,,,,,,,,,,,,,,,
CURRIE,King Island District High School,,,,,,,,,,,,,,,,
KINGS MEADOWS,Kings Meadows High School,,,,,,,,,,,,,,,,
NEW TOWN,Ogilvie High School,New Town High School,New Town Primary School,Sacred Heart College,,,,,,,,,,,,,
SORELL,Sorell School,,,,,,,,,,,,,,,,
TAROONA,Taroona High School,Taroona Primary School,,,,,,,,,,,,,,,
NUBEENA,Tasman District School,,,,,,,,,,,,,,,,
WINNALEAH,Winnaleah District High School,,,,,,,,,,,,,,,,
WOODBRIDGE,Woodbridge School,,,,,,,,,,,,,,,,
YOLLA,Yolla District High School,,,,,,,,,,,,,,,,
INVERMAY,Invermay Primary School,St Finn Barr's Catholic Primary School,Launceston Big Picture School,,,,,,,,,,,,,,
ROSE BAY,Rose Bay High School,,,,,,,,,,,,,,,,
BATTERY POINT,Albuera Street Primary School,,,,,,,,,,,,,,,,
WEST HOBART,Goulburn Street Primary School,Lansdowne Crescent Primary School,,,,,,,,,,,,,,,
MOUNT STUART,Mount Stuart Primary School,,,,,,,,,,,,,,,,
SOUTH HOBART,South Hobart Primary School,,,,,,,,,,,,,,,,
MOUNT NELSON,Mount Nelson Primary School,Hobart College,,,,,,,,,,,,,,,
DERWENT PARK,Moonah Primary School,Tasmanian eSchool,,,,,,,,,,,,,,,
ROSETTA,Rosetta Primary School,Montrose Bay High School,,,,,,,,,,,,,,,
COLLINSVALE,Collinsvale Primary School,,,,,,,,,,,,,,,,
